Catchment,prcptot,RR1,rx1day,rx5day,cwd,rr20mm,r90p,r95p,r99p,r90pday,r95pday,r99pday,nrr95p,nrr99p,dry_days,cdd,Year
GRDC_6335080,847.61316080376,227.6,22.2205394,49.4942196,25.6,0.8,6.895988317000001,9.481487139999997,14.688379037500003,23.0,11.7,2.8,0.3034780715704094,0.17756086535784105,137.7,18.1,2015.5
GRDC_6335081,902.0948056515001,236.2,24.27776,50.39410955,29.4,1.1,7.188160407000001,9.469356889999997,15.404792431999994,24.0,12.1,2.8,0.31175798692873485,0.17839968990073463,122.4,16.2,2015.5
GRDC_6335082,883.48625857548,245.3,21.309261,48.619379550000005,32.0,0.7,6.550138323000001,8.769390960999997,14.687794426999986,25.1,12.8,2.9,0.32038289987091384,0.18712446729202148,120.0,14.3,2015.5
GRDC_6335083,847.7536481429601,228.0,22.8384234,49.35380841,26.1,0.7,6.97294497,8.960247969999998,14.399845680999992,23.2,11.8,2.9,0.2989067606255445,0.1802977979805676,137.3,17.8,2015.5
GRDC_6335100,1180.73616807195,279.1,19.8362874,55.37151952000001,32.9,0.4,8.569565862000001,10.301217699999997,14.623496816999998,28.4,14.5,3.1,0.3413858178831402,0.23446983179641595,86.2,13.0,2015.5
GRDC_6335113,849.9241443115,206.2,24.5853632,52.98941996999999,26.5,1.3,7.907240261,10.264504754999999,16.593137448000004,21.1,10.8,2.6,0.280380182151183,0.1648458577783397,159.1,19.8,2015.5
GRDC_6335115,500.78504191760004,122.4,23.362871666666667,54.447421183333326,14.7,0.6,7.687953325000002,10.076668629166667,16.381523923333322,12.5,6.4,1.6,0.2875441060225069,0.16429816242009757,96.1,12.0,2015.5
GRDC_6335116,883.104879421045,211.0,23.4353928,53.46011489,26.5,1.2,8.124823731000001,10.797608274999996,16.243621279999996,21.6,11.0,2.7,0.2788206326994176,0.16778695767943136,154.3,21.3,2015.5
GRDC_6335117,780.14576549655,196.8,23.671839600000002,47.05317928,20.9,1.2,7.208942936999999,9.969362339499998,15.685110894000008,20.0,10.3,2.4,0.2886409854098701,0.16165530611650755,168.5,18.9,2015.5
GRDC_6335125,1268.6364390336398,242.3,31.136004200000002,73.30276381,33.9,3.8,11.001952840000001,14.39436892499999,21.379085556000003,24.7,12.6,2.9,0.2817736042337359,0.18387212902310696,116.2,17.6,2015.5
GRDC_6335150,1193.261062136,275.6,19.1361534,55.741006649999996,39.3,0.3,8.721577861,10.815963834999996,14.946273867000002,28.0,14.3,3.1,0.3306402704393411,0.23134197518116068,89.7,12.3,2015.5
GRDC_6335155,771.8660989894,194.9,23.10790025,44.991998689999996,16.7,1.1,6.902719350000001,9.213037233999998,14.703319839500011,19.9,10.3,2.4,0.29720937869215747,0.18103064436956579,170.4,18.7,2015.5
