,GRDC_6335117,GRDC_6335125,GRDC_6342660,GRDC_6342670,GRDC_6342675
2016-01-30,0.34,4.84,0.84,0.58,0.69
2016-01-31,0.85,9.84,1.01,0.58,0.74
2016-02-01,0.66,12.28,5.27,2.38,4.14
2016-02-02,0.54,8.2,2.7,3.87,2.8
2016-02-03,0.7,6.63,1.66,2.79,1.41
2016-02-04,0.66,5.58,1.68,1.16,1.32
2016-02-05,0.75,6.53,1.59,1.13,1.66
2016-02-06,0.67,5.72,1.41,1.19,1.26
2016-02-07,0.61,4.99,1.24,0.86,0.99
2016-02-08,0.91,4.54,1.04,0.73,0.83
2016-02-09,4.04,6.98,1.0,0.67,0.79
2016-02-10,7.64,7.44,0.95,0.7,0.76
2016-02-11,2.52,5.91,0.91,0.7,0.69
2016-02-12,1.56,4.88,0.83,0.63,0.66
2016-02-13,1.18,4.34,0.84,0.55,0.63
2016-02-14,2.73,5.75,0.83,0.54,0.64
2016-02-15,1.7,5.05,0.81,0.55,0.64
2016-02-16,1.1,4.26,0.74,0.51,0.59
2016-02-17,0.89,3.81,0.72,0.48,0.55
2016-02-18,0.79,3.43,0.74,0.46,0.54
2016-02-19,0.68,3.14,0.72,0.45,0.49
2016-02-20,0.65,3.19,0.75,0.45,0.54
2016-02-21,0.92,6.17,1.65,0.95,1.61
2016-02-22,0.83,4.77,1.37,1.03,1.07
2016-02-23,2.08,5.25,1.09,0.72,0.81
2016-02-24,2.59,4.93,0.99,0.67,0.79
2016-02-25,1.72,4.53,0.9,0.65,0.72
2016-02-26,1.22,4.05,0.95,0.6,0.78
2016-02-27,1.01,3.64,0.95,0.6,0.72
2016-02-28,0.83,3.28,0.94,0.53,0.66
2016-02-29,0.72,2.92,1.14,0.59,0.86
2016-03-01,0.64,2.64,3.03,1.82,2.05
2016-03-02,0.65,3.31,2.86,1.5,1.87
2016-03-03,0.71,4.14,6.19,3.14,4.28
2016-03-04,0.7,4.14,2.54,3.61,1.62
2016-03-05,1.23,4.83,1.57,1.26,1.17
2016-03-06,1.15,5.07,1.36,0.92,1.03
2016-03-07,1.01,4.63,1.14,0.84,0.9
2016-03-08,1.03,4.23,1.05,0.73,0.79
2016-03-09,1.04,3.78,0.95,0.68,0.75
2016-03-10,0.89,3.48,0.89,0.63,0.68
2016-03-11,0.75,3.2,0.82,0.57,0.64
2016-03-12,0.66,2.95,0.77,0.53,0.61
2016-03-13,0.61,2.83,0.73,0.51,0.59
2016-03-14,0.56,2.73,0.7,0.5,0.55
2016-03-15,0.53,2.57,0.72,0.5,0.54
2016-03-16,0.53,2.4,0.71,0.52,0.63
2016-03-17,0.48,2.18,0.68,0.55,0.57
2016-03-18,0.46,2.05,0.66,0.5,0.52
2016-03-19,0.44,1.95,0.66,0.47,0.5
2016-03-20,0.42,1.87,0.65,0.46,0.5
2016-03-21,0.42,1.78,0.63,0.45,0.49
2016-03-22,0.39,1.69,0.62,0.43,0.47
2016-03-23,0.36,1.62,0.61,0.44,0.47
2016-03-24,0.34,1.57,0.6,0.42,0.46
2016-03-25,0.37,1.59,0.64,0.42,0.45
2016-03-26,0.42,2.08,0.73,0.47,0.69
2016-03-27,0.36,1.71,0.77,0.56,0.64
2016-03-28,0.36,1.65,0.74,0.52,0.65
2016-03-29,0.56,2.42,0.75,0.52,0.59
2016-03-30,0.47,2.46,0.68,0.46,0.53
2016-03-31,0.65,2.53,0.66,0.46,0.52
2016-04-01,2.21,2.22,0.62,0.45,0.49
2016-04-02,1.46,2.05,0.6,0.42,0.46
2016-04-03,1.02,1.9,0.59,0.41,0.41
2016-04-04,0.87,1.8,0.59,0.39,0.42
2016-04-05,2.28,1.79,0.59,0.41,0.42
2016-04-06,2.37,2.21,0.58,0.43,0.41
2016-04-07,1.5,1.8,0.56,0.41,0.41
2016-04-08,1.07,1.64,0.52,0.4,0.41
2016-04-09,0.86,1.52,0.56,0.4,0.41
2016-04-10,0.73,1.42,0.55,0.39,0.41
2016-04-11,0.64,1.33,0.54,0.39,0.41
2016-04-12,0.62,1.32,0.61,0.38,0.39
2016-04-13,1.0,1.56,0.62,0.41,0.4
2016-04-14,0.94,1.51,0.57,0.45,0.52
2016-04-15,0.75,1.79,0.56,0.46,0.38
2016-04-16,0.82,3.35,0.54,0.43,0.41
2016-04-17,1.18,8.66,0.64,0.45,0.44
2016-04-18,1.02,7.26,0.87,0.56,0.86
2016-04-19,0.8,5.28,0.73,0.62,0.61
2016-04-20,0.67,4.11,0.64,0.46,0.48
2016-04-21,0.6,3.41,0.6,0.4,0.48
2016-04-22,0.55,2.93,0.59,0.42,0.38
2016-04-23,0.56,2.69,0.62,0.33,0.41
2016-04-24,0.54,2.46,0.7,0.43,0.54
2016-04-25,0.49,2.31,0.6,0.44,0.45
2016-04-26,0.86,2.84,0.59,0.38,0.41
2016-04-27,0.71,3.04,0.63,0.38,0.43
2016-04-28,0.59,2.9,0.58,0.41,0.46
2016-04-29,0.52,2.71,0.56,0.38,0.41
2016-04-30,0.48,2.68,0.55,0.35,0.38
2016-05-01,1.18,6.88,0.56,0.34,0.39
2016-05-02,0.9,5.11,0.52,0.35,0.37
2016-05-03,0.74,4.39,0.55,0.36,0.39
2016-05-04,0.65,3.75,0.58,0.42,0.4
2016-05-05,0.55,3.14,0.53,0.34,0.42
2016-05-06,0.5,2.77,0.52,0.33,0.4
2016-05-07,0.46,2.4,0.53,0.31,0.39
2016-05-08,0.43,2.11,0.52,0.29,0.35
2016-05-09,0.39,1.9,0.49,0.27,0.32
2016-05-10,0.39,1.77,0.48,0.25,0.39
2016-05-11,0.4,1.73,0.52,0.29,0.36
2016-05-12,0.39,2.12,0.58,0.32,0.54
2016-05-13,0.39,3.14,0.69,0.59,0.72
2016-05-14,0.36,2.79,1.06,0.66,1.05
2016-05-15,0.31,2.38,0.91,0.72,0.99
2016-05-16,0.32,2.32,0.76,0.57,0.63
2016-05-17,0.31,2.37,0.75,0.45,0.59
2016-05-18,0.28,2.02,0.67,0.42,0.56
2016-05-19,0.28,2.23,0.74,0.42,0.56
2016-05-20,0.26,1.9,0.77,0.49,0.73
2016-05-21,0.26,1.68,0.69,0.46,0.56
2016-05-22,0.24,1.53,0.65,0.37,0.5
2016-05-23,0.24,1.99,0.66,0.34,0.39
2016-05-24,0.25,2.75,3.18,0.7,2.03
2016-05-25,0.25,2.29,2.96,1.92,1.68
2016-05-26,0.23,1.98,1.23,0.87,0.98
2016-05-27,0.32,1.76,0.91,0.64,0.72
2016-05-28,0.3,1.66,0.74,0.5,0.61
2016-05-29,1.14,1.71,0.72,0.46,0.56
2016-05-30,8.5,3.72,0.66,0.74,0.87
2016-05-31,4.57,3.0,0.72,0.64,0.66
2016-06-01,1.8,2.45,0.74,0.67,1.17
2016-06-02,1.62,2.34,0.72,1.66,1.1
2016-06-03,3.67,2.18,0.68,1.23,1.0
2016-06-04,2.97,3.89,1.24,0.82,0.9
2016-06-05,2.01,3.84,1.75,0.94,1.35
2016-06-06,1.35,3.63,1.1,1.01,0.86
2016-06-07,0.98,3.95,0.79,0.7,0.63
2016-06-08,1.71,6.27,0.88,0.52,0.56
2016-06-09,4.8,6.5,1.28,0.97,0.78
2016-06-10,1.8,4.84,0.82,0.77,0.8
2016-06-11,1.2,4.14,0.75,0.73,0.61
2016-06-12,1.92,3.96,0.72,0.54,0.57
2016-06-13,7.74,4.69,0.68,0.56,0.66
2016-06-14,3.65,5.57,0.72,0.59,0.63
2016-06-15,2.62,5.52,1.04,0.58,0.77
2016-06-16,2.12,5.06,0.89,0.6,0.62
2016-06-17,2.5,5.24,0.81,0.54,0.7
2016-06-18,2.19,4.5,0.81,0.56,0.69
2016-06-19,1.95,4.01,0.84,1.47,1.28
2016-06-20,1.33,3.38,0.84,0.99,0.87
2016-06-21,1.26,3.06,0.72,0.61,0.66
2016-06-22,1.0,2.67,0.6,0.49,0.55
2016-06-23,0.85,2.33,0.58,0.44,0.51
2016-06-24,0.76,2.07,0.54,0.39,0.47
2016-06-25,3.31,4.45,0.59,0.37,0.83
2016-06-26,2.22,3.39,0.95,1.42,2.56
2016-06-27,1.25,2.78,0.76,1.2,0.8
2016-06-28,1.01,2.4,0.72,0.78,0.49
2016-06-29,0.91,2.1,0.55,0.57,0.27
2016-06-30,0.7,1.91,0.55,0.46,0.22
2016-07-01,0.62,1.73,0.58,0.42,0.23
2016-07-02,0.59,1.85,0.55,0.43,0.18
2016-07-03,0.54,1.58,0.55,0.37,0.18
2016-07-04,0.52,1.4,0.5,0.39,0.17
2016-07-05,0.5,1.28,0.45,0.35,0.16
2016-07-06,0.45,1.18,0.45,0.32,0.08
2016-07-07,0.42,1.07,0.45,0.26,0.11
2016-07-08,0.4,1.01,0.44,0.28,0.13
2016-07-09,0.38,0.93,0.44,0.3,0.1
2016-07-10,0.35,0.88,0.43,0.24,0.18
2016-07-11,0.34,0.83,0.43,0.33,0.19
2016-07-12,0.31,0.87,0.62,0.59,0.24
2016-07-13,0.31,1.06,1.43,0.6,0.54
2016-07-14,0.31,1.17,3.18,1.18,1.53
2016-07-15,0.29,0.96,1.76,1.58,1.25
2016-07-16,0.27,0.81,0.86,0.88,0.46
2016-07-17,0.27,0.74,0.68,0.66,0.29
2016-07-18,0.26,0.69,0.6,0.51,0.23
2016-07-19,0.25,0.66,0.54,0.47,0.2
2016-07-20,0.24,0.65,0.5,0.43,0.14
2016-07-21,0.62,0.68,0.56,0.37,0.14
2016-07-22,0.45,0.68,0.59,0.35,0.34
2016-07-23,1.38,1.17,0.53,0.49,0.17
2016-07-24,0.94,0.75,0.49,0.37,0.16
2016-07-25,0.54,0.68,0.52,0.51,0.52
2016-07-26,0.41,0.61,0.53,0.59,0.24
2016-07-27,0.38,0.57,0.54,0.46,0.19
2016-07-28,0.33,0.55,0.62,0.51,0.33
2016-07-29,0.4,0.55,0.57,0.56,0.5
2016-07-30,0.32,0.53,0.52,0.5,0.22
2016-07-31,0.29,0.66,0.5,0.43,0.17
2016-08-01,0.28,0.62,0.53,0.41,0.22
2016-08-02,0.29,0.57,0.48,0.39,0.16
2016-08-03,0.29,0.57,0.47,0.35,0.14
2016-08-04,0.28,0.55,0.46,0.32,0.13
2016-08-05,0.35,1.07,1.48,0.48,0.79
2016-08-06,0.26,0.71,2.17,1.31,0.96
2016-08-07,0.24,0.59,0.88,0.78,0.37
2016-08-08,0.23,0.55,0.72,0.52,0.24
2016-08-09,0.22,0.54,0.72,0.46,0.3
2016-08-10,0.22,0.53,0.79,0.55,0.39
2016-08-11,0.25,0.51,0.7,0.54,0.3
2016-08-12,0.24,0.49,0.65,0.46,0.2
2016-08-13,0.22,0.46,0.61,0.41,0.21
2016-08-14,0.2,0.44,0.56,0.39,0.17
2016-08-15,0.19,0.41,0.53,0.34,0.14
2016-08-16,0.19,0.39,0.51,0.35,0.13
2016-08-17,0.18,0.41,0.5,0.31,0.12
2016-08-18,0.18,0.41,0.52,0.31,0.12
2016-08-19,0.2,0.49,0.7,0.35,0.27
2016-08-20,0.19,0.44,0.56,0.41,0.15
2016-08-21,0.22,0.48,0.59,0.4,0.22
2016-08-22,0.19,0.48,0.63,0.45,0.31
2016-08-23,0.18,0.43,0.54,0.42,0.16
2016-08-24,0.17,0.4,0.52,0.3,0.14
2016-08-25,0.16,0.38,0.5,0.3,0.12
2016-08-26,0.16,0.36,0.49,0.29,0.12
2016-08-27,0.16,0.32,0.49,0.28,0.12
2016-08-28,0.15,0.35,0.47,0.27,0.11
2016-08-29,0.14,0.46,0.54,0.37,0.13
2016-08-30,0.14,0.4,0.5,0.44,0.23
2016-08-31,0.14,0.36,0.48,0.37,0.11
2016-09-01,0.14,0.35,0.46,0.28,0.1
2016-09-02,0.14,0.34,0.46,0.27,0.1
2016-09-03,0.14,0.33,0.45,0.29,0.1
2016-09-04,0.18,0.33,0.46,0.24,0.09
2016-09-05,0.2,0.46,0.45,0.29,0.09
2016-09-06,0.15,0.39,0.44,0.3,0.1
2016-09-07,0.15,0.35,0.46,0.27,0.1
2016-09-08,0.13,0.34,0.45,0.26,0.09
2016-09-09,0.12,0.32,0.43,0.25,0.09
2016-09-10,0.12,0.3,0.42,0.25,0.08
2016-09-11,0.11,0.29,0.41,0.23,0.08
2016-09-12,0.11,0.31,0.41,0.24,0.08
2016-09-13,0.11,0.31,0.42,0.22,0.07
2016-09-14,0.1,0.31,0.41,0.22,0.06
2016-09-15,0.1,0.31,0.42,0.22,0.07
2016-09-16,0.1,0.32,0.42,0.24,0.07
2016-09-17,0.12,0.32,1.08,0.75,0.7
2016-09-18,0.2,0.54,1.74,2.81,1.86
2016-09-19,0.17,0.52,1.73,1.93,0.99
2016-09-20,0.13,0.41,1.96,1.16,1.3
2016-09-21,0.12,0.37,1.2,0.84,0.81
2016-09-22,0.11,0.34,0.93,0.6,0.61
2016-09-23,0.11,0.34,0.81,0.48,0.47
2016-09-24,0.11,0.33,0.74,0.42,0.46
2016-09-25,0.1,0.32,0.7,0.41,0.43
2016-09-26,0.1,0.31,0.61,0.36,0.39
2016-09-27,0.1,0.32,0.63,0.35,0.42
2016-09-28,0.1,0.33,0.61,0.35,0.39
2016-09-29,0.1,0.29,0.62,0.32,0.38
2016-09-30,0.11,0.29,0.6,0.33,0.32
2016-10-01,0.24,0.29,0.58,0.31,0.34
2016-10-02,0.24,0.33,0.67,0.34,0.38
2016-10-03,0.14,0.37,0.65,0.4,0.45
2016-10-04,0.13,0.31,0.71,0.45,0.52
2016-10-05,0.13,0.29,0.7,0.48,0.55
2016-10-06,0.13,0.28,0.69,0.45,0.45
2016-10-07,0.13,0.27,0.66,0.4,0.46
2016-10-08,0.14,0.28,0.73,0.39,0.45
2016-10-09,0.14,0.31,0.67,0.36,0.42
2016-10-10,0.14,0.37,0.66,0.37,0.37
2016-10-11,0.14,0.32,0.67,0.35,0.39
2016-10-12,0.13,0.3,0.64,0.4,0.43
2016-10-13,0.14,0.28,0.62,0.38,0.41
2016-10-14,0.13,0.27,0.63,0.35,0.4
2016-10-15,0.13,0.26,0.62,0.35,0.39
2016-10-16,0.13,0.25,0.62,0.33,0.39
2016-10-17,0.13,0.26,0.62,0.34,0.35
2016-10-18,0.13,0.52,0.72,0.33,0.37
2016-10-19,0.13,0.51,0.74,0.41,0.51
2016-10-20,0.26,0.43,0.75,0.43,0.42
2016-10-21,0.64,0.57,0.64,0.37,0.43
2016-10-22,0.31,0.45,0.68,0.38,0.42
2016-10-23,0.24,0.38,0.64,0.34,0.39
2016-10-24,0.38,0.44,0.66,0.32,0.4
2016-10-25,0.59,1.37,0.67,0.38,0.39
2016-10-26,0.35,0.74,0.63,0.4,0.47
2016-10-27,0.27,0.52,0.69,0.38,0.38
2016-10-28,0.22,0.45,0.66,0.32,0.39
2016-10-29,0.2,0.43,0.62,0.36,0.38
2016-10-30,0.18,0.39,0.67,0.34,0.41
2016-10-31,0.17,0.37,0.64,0.34,0.4
2016-11-01,0.16,0.36,0.63,0.33,0.41
2016-11-02,0.16,0.35,0.62,0.35,0.37
2016-11-03,0.15,0.36,0.65,0.34,0.41
2016-11-04,0.17,0.34,0.64,0.3,0.37
2016-11-05,0.28,0.47,0.61,0.29,0.37
2016-11-06,0.35,0.74,0.89,0.37,0.52
2016-11-07,0.22,0.66,1.52,0.57,1.0
2016-11-08,0.2,0.53,1.13,0.61,0.64
2016-11-09,0.19,0.49,0.95,0.46,0.53
2016-11-10,0.36,1.19,0.93,0.44,0.55
2016-11-11,0.59,3.25,1.47,0.58,1.12
2016-11-12,0.48,2.43,1.76,1.09,0.95
2016-11-13,0.35,1.57,1.29,0.77,0.79
2016-11-14,0.28,1.16,1.03,0.57,0.61
2016-11-15,0.26,0.92,0.95,0.48,0.55
2016-11-16,0.31,1.07,1.37,0.74,0.98
2016-11-17,0.31,1.44,3.06,1.77,1.78
2016-11-18,0.44,1.68,1.92,1.32,1.21
2016-11-19,0.6,3.25,1.45,0.83,0.9
2016-11-20,0.44,2.65,1.4,0.87,1.1
2016-11-21,0.37,1.98,1.24,0.8,0.83
2016-11-22,0.35,1.55,1.07,0.63,0.7
2016-11-23,0.3,1.28,0.99,0.57,0.62
2016-11-24,0.28,1.1,0.9,0.51,0.57
2016-11-25,0.25,0.96,0.86,0.48,0.55
2016-11-26,0.24,0.85,0.79,0.46,0.51
2016-11-27,0.22,0.78,0.79,0.45,0.48
2016-11-28,0.21,0.73,0.72,0.43,0.46
2016-11-29,0.19,0.67,0.71,0.41,0.46
2016-11-30,0.19,0.64,0.67,0.4,0.44
2016-12-01,0.19,0.62,0.67,0.4,0.43
2016-12-02,0.19,0.6,0.69,0.39,0.45
2016-12-03,0.19,0.59,0.68,0.4,0.44
2016-12-04,0.18,0.56,0.65,0.38,0.43
2016-12-05,0.17,0.54,0.63,0.37,0.43
2016-12-06,0.17,0.53,0.63,0.37,0.42
2016-12-07,0.16,0.51,0.62,0.36,0.43
2016-12-08,0.16,0.5,0.62,0.36,0.41
2016-12-09,0.16,0.48,0.61,0.34,0.41
2016-12-10,0.16,0.47,0.61,0.35,0.42
2016-12-11,0.16,0.47,0.61,0.37,0.42
2016-12-12,0.17,0.47,0.61,0.35,0.43
2016-12-13,0.16,0.45,0.61,0.38,0.44
2016-12-14,0.17,0.44,0.61,0.38,0.43
2016-12-15,0.16,0.44,0.6,0.36,0.4
2016-12-16,0.16,0.43,0.59,0.35,0.4
2016-12-17,0.15,0.4,0.59,0.36,0.39
2016-12-18,0.15,0.39,0.58,0.34,0.39
2016-12-19,0.15,0.39,0.59,0.34,0.4
2016-12-20,0.15,0.39,0.59,0.34,0.39
2016-12-21,0.15,0.39,0.58,0.34,0.38
2016-12-22,0.15,0.38,0.58,0.33,0.38
2016-12-23,0.18,0.41,0.58,0.33,0.37
2016-12-24,0.16,0.4,0.61,0.33,0.38
2016-12-25,0.16,0.41,0.6,0.36,0.39
2016-12-26,0.15,0.39,0.54,0.35,0.41
2016-12-27,0.15,0.39,0.58,0.35,0.39
2016-12-28,0.15,0.38,0.56,0.34,0.39
2016-12-29,0.14,0.37,0.55,0.32,0.38
2016-12-30,0.14,0.35,0.55,0.32,0.38
2016-12-31,0.14,0.33,0.56,0.34,0.37
2017-01-01,0.14,0.31,0.55,0.32,0.37
2017-01-02,0.14,0.34,0.55,0.3,0.37
2017-01-03,0.15,0.39,0.55,0.32,0.35
2017-01-04,0.15,0.37,0.56,0.34,0.38
2017-01-05,0.16,0.38,0.56,0.33,0.38
2017-01-06,0.15,0.33,0.53,0.28,0.37
2017-01-07,0.15,0.28,0.52,0.32,0.35
2017-01-08,0.16,0.31,0.54,0.31,0.35
2017-01-09,0.14,0.39,0.55,0.32,0.37
2017-01-10,0.16,0.4,0.56,0.33,0.4
2017-01-11,0.18,0.39,0.56,0.33,0.38
2017-01-12,0.27,0.97,0.69,0.37,0.51
2017-01-13,0.61,1.73,1.18,0.61,1.28
2017-01-14,0.51,1.15,1.02,0.93,0.89
2017-01-15,0.37,0.84,0.74,0.61,0.61
2017-01-16,0.29,0.72,0.7,0.49,0.51
2017-01-17,0.23,0.64,0.65,0.43,0.47
2017-01-18,0.22,0.58,0.61,0.4,0.43
2017-01-19,0.21,0.57,0.6,0.35,0.47
2017-01-20,0.2,0.51,0.58,0.42,0.41
2017-01-21,0.19,0.47,0.57,0.4,0.4
2017-01-22,0.18,0.53,0.55,0.36,0.38
2017-01-23,0.17,0.47,0.54,0.31,0.37
2017-01-24,0.17,0.44,0.54,0.3,0.37
2017-01-25,0.15,0.49,0.54,0.3,0.37
2017-01-26,0.15,0.48,0.54,0.3,0.37
2017-01-27,0.15,0.51,0.54,0.29,0.37
2017-01-28,0.15,0.48,0.53,0.3,0.37
2017-01-29,0.14,0.47,0.53,0.28,0.37
2017-01-30,0.18,0.57,0.55,0.28,0.35
2017-01-31,0.28,3.69,0.76,0.33,0.52
2017-02-01,0.31,4.99,1.04,0.48,0.89
2017-02-02,0.3,3.9,0.98,0.57,0.74
2017-02-03,0.34,3.62,0.99,0.55,0.86
2017-02-04,0.42,3.23,0.85,0.58,0.73
2017-02-05,0.58,3.07,1.2,0.75,1.17
2017-02-06,0.49,3.38,1.13,0.94,0.92
2017-02-07,0.4,2.78,0.89,0.67,0.65
2017-02-08,0.37,2.41,0.93,0.56,0.68
2017-02-09,0.34,2.04,0.9,0.51,0.59
2017-02-10,0.32,1.79,0.77,0.47,0.54
2017-02-11,0.34,1.57,0.73,0.44,0.51
2017-02-12,0.57,1.41,0.68,0.43,0.49
2017-02-13,0.69,1.28,0.65,0.41,0.46
2017-02-14,0.56,1.17,0.63,0.4,0.45
2017-02-15,0.46,1.07,0.62,0.41,0.45
2017-02-16,0.42,0.99,0.61,0.4,0.45
2017-02-17,0.43,1.61,0.69,0.44,0.49
2017-02-18,0.4,1.81,1.17,0.67,0.92
2017-02-19,0.37,1.47,1.11,0.8,0.76
2017-02-20,0.34,1.33,0.97,0.69,0.66
2017-02-21,0.35,1.78,1.13,1.12,1.24
2017-02-22,0.37,3.28,1.64,2.27,2.01
2017-02-23,0.35,2.47,1.26,1.47,1.13
2017-02-24,0.38,2.45,0.99,0.8,0.77
2017-02-25,0.33,2.14,0.82,0.62,0.59
2017-02-26,0.32,1.91,0.74,0.51,0.55
2017-02-27,0.32,1.73,0.72,0.48,0.5
2017-02-28,0.65,3.45,0.86,0.49,0.6
2017-03-01,0.85,4.4,1.28,0.98,1.27
2017-03-02,0.92,8.21,1.76,1.41,1.59
2017-03-03,0.7,5.89,1.52,1.49,1.14
2017-03-04,0.61,4.51,1.19,0.84,0.81
2017-03-05,0.68,3.66,0.97,0.7,0.67
2017-03-06,1.04,3.55,0.87,0.59,0.63
2017-03-07,0.88,3.46,0.86,0.57,0.66
2017-03-08,0.72,3.28,0.76,0.56,0.61
2017-03-09,1.59,10.47,1.77,0.75,1.35
2017-03-10,1.62,11.82,4.29,2.49,2.66
2017-03-11,1.0,7.2,1.73,1.7,1.23
2017-03-12,0.76,5.16,1.28,0.87,0.88
2017-03-13,0.62,4.0,1.05,0.72,0.71
2017-03-14,0.51,3.24,0.91,0.61,0.62
2017-03-15,0.44,2.78,0.81,0.55,0.54
2017-03-16,0.41,2.44,0.79,0.5,0.54
2017-03-17,0.38,2.15,0.77,0.5,0.54
2017-03-18,0.36,2.46,0.79,0.54,0.63
2017-03-19,0.36,3.35,0.78,1.32,0.78
2017-03-20,0.33,2.69,0.74,0.98,0.64
2017-03-21,0.32,2.35,0.69,0.68,0.55
2017-03-22,0.34,2.57,0.7,0.61,0.56
2017-03-23,0.31,2.27,0.69,0.6,0.56
2017-03-24,0.28,1.99,0.66,0.55,0.52
2017-03-25,0.26,1.82,0.62,0.5,0.47
2017-03-26,0.25,1.67,0.63,0.47,0.47
2017-03-27,0.25,1.53,0.61,0.45,0.44
2017-03-28,0.24,1.42,0.6,0.43,0.43
2017-03-29,0.24,1.31,0.62,0.39,0.42
2017-03-30,0.23,1.24,0.59,0.39,0.42
2017-03-31,0.22,1.17,0.58,0.37,0.42
2017-04-01,0.22,1.11,0.56,0.38,0.43
2017-04-02,0.22,1.07,0.6,0.37,0.45
2017-04-03,0.21,1.01,0.56,0.39,0.44
2017-04-04,0.2,0.94,0.54,0.49,0.46
2017-04-05,0.2,0.88,0.57,0.38,0.43
2017-04-06,0.2,0.83,0.55,0.38,0.44
2017-04-07,0.2,0.79,0.55,0.36,0.37
2017-04-08,0.2,0.77,0.55,0.34,0.38
2017-04-09,0.19,0.74,0.54,0.34,0.38
2017-04-10,0.18,0.71,0.53,0.33,0.39
2017-04-11,0.17,0.69,0.55,0.33,0.38
2017-04-12,0.17,0.66,0.52,0.32,0.36
2017-04-13,0.17,0.65,0.53,0.32,0.37
2017-04-14,0.17,0.64,0.52,0.32,0.37
2017-04-15,0.17,0.64,0.54,0.31,0.36
2017-04-16,0.17,0.72,0.53,0.32,0.36
2017-04-17,0.17,1.0,0.59,0.38,0.44
2017-04-18,0.19,1.16,0.69,0.5,0.57
2017-04-19,0.17,0.85,0.65,0.52,0.59
2017-04-20,0.16,0.78,0.6,0.44,0.43
2017-04-21,0.16,0.7,0.56,0.38,0.36
2017-04-22,0.16,0.67,0.55,0.34,0.35
2017-04-23,0.15,0.66,0.55,0.36,0.39
2017-04-24,0.15,0.63,0.56,0.35,0.35
2017-04-25,0.14,0.63,0.6,0.34,0.38
2017-04-26,0.14,0.98,0.86,0.55,0.76
2017-04-27,0.14,1.11,1.4,1.26,1.03
2017-04-28,0.14,1.07,3.62,2.78,2.24
2017-04-29,0.13,0.95,4.16,3.28,2.13
2017-04-30,0.13,0.84,1.58,1.67,1.15
2017-05-01,0.14,0.86,1.2,0.83,0.83
2017-05-02,0.16,0.9,2.19,0.77,1.26
2017-05-03,0.14,0.84,1.54,0.86,0.92
2017-05-04,0.14,0.95,1.05,0.68,0.72
2017-05-05,0.15,0.87,0.88,0.58,0.66
2017-05-06,0.13,0.86,0.77,0.53,0.61
2017-05-07,0.18,1.81,0.74,0.48,0.52
2017-05-08,0.27,2.64,1.31,0.51,0.77
2017-05-09,0.18,2.17,2.27,0.95,1.3
2017-05-10,0.14,1.83,1.23,0.82,0.84
2017-05-11,0.14,1.54,0.99,0.66,0.64
2017-05-12,0.16,1.38,0.76,0.51,0.54
2017-05-13,0.14,1.25,0.68,0.45,0.49
2017-05-14,0.14,1.09,0.74,0.43,0.46
2017-05-15,0.29,1.19,1.23,0.44,0.56
2017-05-16,0.15,0.93,0.93,0.51,0.56
2017-05-17,0.12,0.83,0.82,0.43,0.47
2017-05-18,0.12,0.79,0.74,0.39,0.42
2017-05-19,0.29,1.37,0.78,0.38,0.44
2017-05-20,0.3,1.22,0.74,0.54,0.72
2017-05-21,0.16,0.92,0.63,0.49,0.46
2017-05-22,0.13,0.81,0.61,0.39,0.43
2017-05-23,0.13,0.75,0.6,0.36,0.44
2017-05-24,0.11,0.69,0.58,0.34,0.44
2017-05-25,0.1,0.66,0.51,0.35,0.4
2017-05-26,0.1,0.63,0.56,0.33,0.4
2017-05-27,0.1,0.6,0.57,0.31,0.41
2017-05-28,0.09,0.59,0.53,0.3,0.38
2017-05-29,0.1,0.68,0.53,0.28,0.37
2017-05-30,0.08,0.7,0.57,0.27,0.37
2017-05-31,0.09,0.64,0.65,0.27,0.37
2017-06-01,0.08,0.62,0.56,0.28,0.41
2017-06-02,0.08,0.58,0.57,0.3,0.37
2017-06-03,0.25,0.57,0.53,0.32,0.41
2017-06-04,0.83,1.42,0.77,0.33,0.39
2017-06-05,0.29,0.84,0.56,0.37,0.44
2017-06-06,0.18,0.74,0.64,0.34,0.39
2017-06-07,0.15,1.04,0.58,0.33,0.43
2017-06-08,0.13,0.81,0.53,0.3,0.4
2017-06-09,0.11,0.7,0.55,0.27,0.37
2017-06-10,0.14,0.78,0.57,0.31,0.38
2017-06-11,0.1,0.63,0.51,0.28,0.38
2017-06-12,0.09,0.59,0.51,0.25,0.37
2017-06-13,0.08,0.58,0.49,0.24,0.34
2017-06-14,0.08,0.57,0.49,0.21,0.23
2017-06-15,0.08,0.83,0.48,0.2,0.19
2017-06-16,0.08,1.41,0.51,0.26,0.37
2017-06-17,0.07,0.7,0.45,0.29,0.24
2017-06-18,0.08,0.61,0.46,0.2,0.18
2017-06-19,0.07,0.57,0.46,0.19,0.2
2017-06-20,0.07,0.51,0.45,0.18,0.2
2017-06-21,0.07,0.48,0.52,0.18,0.19
2017-06-22,0.1,0.48,0.48,0.21,0.17
2017-06-23,0.08,0.46,0.45,0.13,0.18
2017-06-24,0.07,0.39,0.44,0.17,0.21
2017-06-25,0.06,0.41,0.45,0.18,0.18
2017-06-26,0.06,0.44,0.48,0.16,0.17
2017-06-27,0.07,0.47,0.45,0.18,0.21
2017-06-28,0.18,0.5,0.46,0.19,0.32
