,GRDC_6335117,GRDC_6335125,GRDC_6342660,GRDC_6342670,GRDC_6342675
2017-06-29,0.13,0.48,0.55,0.28,0.24
2017-06-30,0.11,0.47,0.5,0.21,0.25
2017-07-01,0.08,0.43,0.43,0.21,0.24
2017-07-02,0.09,0.52,0.45,0.21,0.15
2017-07-03,0.08,0.51,0.47,0.19,0.21
2017-07-04,0.07,0.47,0.45,0.21,0.26
2017-07-05,0.06,0.45,0.44,0.18,0.16
2017-07-06,0.06,0.41,0.44,0.15,0.13
2017-07-07,0.2,0.36,0.43,0.14,0.2
2017-07-08,0.11,0.34,0.43,0.15,0.17
2017-07-09,0.07,0.53,0.45,0.18,0.15
2017-07-10,0.29,0.49,0.49,0.19,0.2
2017-07-11,0.16,0.9,0.44,0.24,0.28
2017-07-12,0.18,0.6,0.45,0.22,0.2
2017-07-13,0.12,0.75,0.45,0.2,0.23
2017-07-14,0.08,0.53,0.44,0.2,0.2
2017-07-15,0.08,0.46,0.45,0.25,0.2
2017-07-16,0.07,0.42,0.45,0.2,0.24
2017-07-17,0.07,0.39,0.43,0.18,0.27
2017-07-18,0.07,0.37,0.42,0.19,0.14
2017-07-19,0.06,0.36,0.4,0.14,0.27
2017-07-20,0.07,0.34,0.39,0.13,0.18
2017-07-21,0.07,0.39,0.39,0.17,0.15
2017-07-22,0.1,1.03,0.39,0.13,0.18
2017-07-23,0.1,0.66,0.41,0.2,0.19
2017-07-24,0.35,0.6,0.49,0.26,0.36
2017-07-25,0.32,1.14,0.48,0.31,0.36
2017-07-26,0.39,4.07,1.77,0.37,1.22
2017-07-27,0.2,2.35,1.1,0.91,1.54
2017-07-28,0.27,2.12,0.64,0.66,0.95
2017-07-29,0.15,1.4,0.55,0.47,0.67
2017-07-30,0.12,1.09,0.47,0.31,0.55
2017-07-31,0.11,0.91,0.43,0.35,0.54
2017-08-01,0.21,0.79,0.42,0.26,0.48
2017-08-02,0.14,1.14,0.51,0.27,0.46
2017-08-03,0.14,0.88,0.44,0.23,0.5
2017-08-04,0.16,0.82,0.43,0.27,0.47
2017-08-05,0.1,0.66,0.4,0.22,0.44
2017-08-06,0.1,0.61,0.39,0.22,0.41
2017-08-07,0.09,0.57,0.38,0.2,0.33
2017-08-08,0.09,0.55,0.4,0.18,0.27
2017-08-09,0.1,0.54,0.54,0.32,0.63
2017-08-10,0.43,1.18,0.45,0.36,0.59
2017-08-11,0.41,1.11,0.57,0.38,0.64
2017-08-12,0.56,2.15,0.56,0.44,0.78
2017-08-13,0.31,1.42,0.48,0.41,0.59
2017-08-14,0.2,1.06,0.44,0.3,0.54
2017-08-15,0.19,0.92,0.39,0.27,0.47
2017-08-16,0.22,0.94,0.74,0.34,0.68
2017-08-17,0.16,0.75,0.57,0.42,0.71
2017-08-18,0.14,1.03,0.58,0.37,0.56
2017-08-19,0.27,1.84,1.33,0.58,1.44
2017-08-20,0.16,1.13,0.77,0.8,0.68
2017-08-21,0.13,0.91,0.53,0.48,0.48
2017-08-22,0.12,0.8,0.49,0.33,0.41
2017-08-23,0.11,0.72,0.46,0.28,0.37
2017-08-24,0.11,0.66,0.43,0.25,0.37
2017-08-25,0.15,0.63,0.4,0.22,0.34
2017-08-26,0.15,0.59,0.39,0.21,0.31
2017-08-27,0.11,0.56,0.39,0.2,0.31
2017-08-28,0.1,0.54,0.39,0.21,0.26
2017-08-29,0.1,0.51,0.38,0.2,0.28
2017-08-30,0.1,0.49,0.38,0.2,0.31
2017-08-31,0.1,0.57,0.42,0.22,0.23
2017-09-01,0.12,0.59,0.64,0.33,0.43
2017-09-02,0.1,0.66,0.74,0.43,0.7
2017-09-03,0.12,0.59,0.86,0.48,0.75
2017-09-04,0.1,0.52,0.65,0.44,0.52
2017-09-05,0.1,0.49,0.52,0.35,0.41
2017-09-06,0.1,0.48,0.49,0.29,0.36
2017-09-07,0.1,0.47,0.44,0.26,0.37
2017-09-08,0.1,0.45,0.44,0.26,0.35
2017-09-09,0.1,0.45,0.44,0.24,0.32
2017-09-10,0.11,0.45,0.48,0.25,
2017-09-11,0.11,0.44,0.45,0.24,0.36
2017-09-12,0.13,0.53,0.43,0.28,0.35
2017-09-13,0.13,0.57,0.42,0.24,0.33
2017-09-14,0.84,1.38,0.45,0.24,0.34
2017-09-15,0.5,1.13,0.41,0.25,0.35
2017-09-16,0.27,0.72,0.42,0.25,0.35
2017-09-17,0.2,0.81,0.43,0.24,0.32
2017-09-18,0.22,1.02,0.41,0.21,0.37
2017-09-19,0.19,0.81,0.41,0.24,0.34
2017-09-20,0.3,0.99,0.42,0.22,0.32
2017-09-21,0.2,0.76,0.42,0.22,0.32
2017-09-22,0.16,0.67,0.41,0.22,0.33
2017-09-23,0.14,0.62,0.41,0.21,0.32
2017-09-24,0.13,0.58,0.4,0.21,0.32
2017-09-25,0.13,0.56,0.41,0.21,0.32
2017-09-26,0.12,0.53,0.41,0.21,0.33
2017-09-27,0.12,0.51,0.41,0.17,0.32
2017-09-28,0.12,0.5,0.41,0.17,0.31
2017-09-29,0.11,0.48,0.41,0.13,0.32
2017-09-30,0.11,0.46,0.41,0.15,0.25
2017-10-01,0.16,0.46,0.45,0.15,0.27
2017-10-02,0.13,0.45,0.51,0.19,0.36
2017-10-03,0.38,1.5,0.54,0.25,0.43
2017-10-04,0.25,0.91,0.46,0.32,0.5
2017-10-05,0.17,0.68,0.47,0.34,0.37
2017-10-06,0.17,1.09,0.47,0.27,0.36
2017-10-07,0.17,1.06,0.46,0.24,0.37
2017-10-08,0.15,1.67,0.45,0.28,0.35
2017-10-09,0.2,1.53,0.59,0.3,0.59
2017-10-10,0.16,1.22,0.54,0.43,0.61
2017-10-11,0.15,1.07,0.51,0.37,0.45
2017-10-12,0.14,0.95,0.46,0.28,0.41
2017-10-13,0.13,0.85,0.46,0.25,0.41
2017-10-14,0.13,0.78,0.47,0.25,0.33
2017-10-15,0.12,0.73,0.46,0.22,0.35
2017-10-16,0.11,0.7,0.45,0.23,0.34
2017-10-17,0.11,0.67,0.47,0.24,0.34
2017-10-18,0.11,0.64,0.46,0.23,0.35
2017-10-19,0.1,0.6,0.49,0.22,0.37
2017-10-20,0.1,0.58,0.49,0.23,0.35
2017-10-21,0.11,0.58,0.5,0.25,0.35
2017-10-22,0.13,0.68,0.61,0.31,0.43
2017-10-23,0.12,0.83,0.59,0.33,0.46
2017-10-24,0.11,0.99,0.52,0.31,0.4
2017-10-25,0.12,0.75,0.47,0.27,0.37
2017-10-26,0.1,0.66,0.47,0.25,0.37
2017-10-27,0.11,0.69,0.5,0.28,0.38
2017-10-28,0.1,0.7,0.51,0.35,0.53
2017-10-29,0.11,1.07,0.61,0.44,0.51
2017-10-30,0.11,1.53,0.67,0.47,0.73
2017-10-31,0.09,1.03,0.58,0.46,0.49
2017-11-01,0.09,0.88,0.54,0.35,0.45
2017-11-02,0.1,0.8,0.55,0.3,0.38
2017-11-03,0.09,0.75,0.53,0.28,0.37
2017-11-04,0.12,0.7,0.48,0.27,0.36
2017-11-05,0.29,1.29,0.56,0.26,0.36
2017-11-06,0.29,2.19,0.95,0.39,0.85
2017-11-07,0.15,1.66,0.91,0.64,0.84
2017-11-08,0.15,1.78,0.82,0.54,0.59
2017-11-09,0.15,1.64,0.72,0.42,0.49
2017-11-10,0.14,1.46,0.67,0.37,0.45
2017-11-11,0.18,2.7,0.72,0.36,0.49
2017-11-12,0.5,15.89,2.0,0.58,1.54
2017-11-13,0.79,13.36,2.91,1.49,1.86
2017-11-14,0.44,7.19,1.39,0.96,1.01
2017-11-15,0.35,4.94,1.09,0.52,0.73
2017-11-16,0.3,3.81,0.92,0.53,0.62
2017-11-17,0.26,3.11,0.83,0.42,0.56
2017-11-18,0.23,2.68,0.77,0.39,0.47
2017-11-19,0.27,2.66,0.74,0.37,0.5
2017-11-20,0.25,2.32,0.77,0.4,0.59
2017-11-21,0.24,2.91,0.72,0.45,0.62
2017-11-22,0.23,2.76,0.7,0.47,0.73
2017-11-23,0.22,2.4,0.68,0.47,0.62
2017-11-24,0.23,2.25,0.67,0.41,0.53
2017-11-25,1.26,6.64,0.66,0.38,0.49
2017-11-26,1.15,6.97,0.65,0.38,0.5
2017-11-27,0.66,5.34,0.62,0.37,0.47
2017-11-28,1.0,5.67,0.62,0.36,0.46
2017-11-29,0.97,5.74,0.62,0.35,0.46
2017-11-30,0.72,4.93,0.62,0.36,0.47
2017-12-01,0.72,4.19,0.62,0.35,0.47
2017-12-02,0.55,3.48,0.59,0.33,0.46
2017-12-03,0.46,2.99,0.57,0.32,0.43
2017-12-04,0.43,2.7,0.62,0.32,0.44
2017-12-05,0.43,2.46,0.61,0.37,0.53
2017-12-06,0.4,2.31,0.65,0.41,0.65
2017-12-07,0.38,2.18,0.65,0.42,0.56
2017-12-08,0.51,3.2,0.81,0.43,0.62
2017-12-09,0.51,3.08,0.73,0.53,0.82
2017-12-10,0.46,3.12,0.85,0.51,0.63
2017-12-11,4.17,6.59,0.81,0.48,0.64
2017-12-12,4.07,8.03,1.0,0.65,1.17
2017-12-13,1.66,6.0,1.05,0.9,1.03
2017-12-14,4.46,7.62,1.09,0.76,0.94
2017-12-15,3.2,6.25,1.19,1.01,1.18
2017-12-16,2.62,5.24,1.15,0.91,0.94
2017-12-17,1.6,4.54,0.99,0.64,0.75
2017-12-18,1.21,3.89,0.9,0.51,0.66
2017-12-19,0.99,3.48,0.84,0.39,0.61
2017-12-20,1.26,3.2,0.8,0.49,0.57
2017-12-21,1.34,3.06,0.84,0.54,0.58
2017-12-22,1.34,3.51,1.18,0.69,1.24
2017-12-23,1.15,3.93,1.3,0.97,1.08
2017-12-24,0.96,3.87,1.12,0.71,0.83
2017-12-25,0.83,3.59,1.02,0.6,0.7
2017-12-26,0.77,3.29,0.94,0.56,0.64
2017-12-27,0.95,3.09,0.88,0.46,0.61
2017-12-28,1.07,3.09,0.97,0.49,0.68
2017-12-29,0.83,2.72,0.91,0.54,0.79
2017-12-30,1.07,3.62,0.97,0.57,0.74
2017-12-31,2.25,8.06,2.02,1.6,2.36
2018-01-01,1.58,6.13,1.49,1.94,1.36
2018-01-02,1.4,5.96,1.19,0.91,0.96
2018-01-03,2.62,7.1,1.54,0.93,1.38
2018-01-04,2.83,11.28,3.66,2.05,2.23
2018-01-05,3.36,25.09,7.86,4.29,5.72
2018-01-06,2.41,14.53,3.93,4.46,3.01
2018-01-07,2.76,9.75,2.22,4.37,1.55
2018-01-08,1.82,7.03,1.59,1.38,1.12
2018-01-09,1.39,5.54,1.38,0.9,0.95
2018-01-10,1.17,4.58,1.21,0.71,0.85
2018-01-11,1.0,3.9,1.12,0.68,0.7
2018-01-12,0.86,3.38,1.02,0.57,0.59
2018-01-13,0.76,3.01,0.98,0.52,0.57
2018-01-14,0.71,2.75,0.95,0.5,0.55
2018-01-15,0.68,2.53,0.95,0.47,0.53
2018-01-16,1.52,3.67,1.1,0.51,0.6
2018-01-17,2.2,4.44,1.77,0.67,1.14
2018-01-18,2.15,5.45,1.92,0.99,1.22
2018-01-19,2.34,11.73,2.72,1.37,1.77
2018-01-20,1.98,9.12,2.45,1.27,1.31
2018-01-21,2.65,12.1,2.16,0.95,1.14
2018-01-22,2.22,16.16,2.34,0.94,1.18
2018-01-23,2.1,18.5,4.63,1.84,2.36
2018-01-24,1.56,11.28,3.4,2.64,2.25
2018-01-25,1.39,8.2,2.38,1.95,1.77
2018-01-26,1.6,6.63,1.82,1.14,1.12
2018-01-27,1.31,5.52,1.52,0.84,0.89
2018-01-28,1.11,4.6,1.43,0.68,0.87
2018-01-29,0.99,4.07,1.26,0.66,0.73
2018-01-30,0.91,3.93,1.26,0.63,0.68
2018-01-31,0.89,3.65,1.21,0.57,0.67
2018-02-01,2.24,6.84,1.24,0.56,0.66
2018-02-02,1.61,5.45,1.19,0.56,0.7
2018-02-03,1.26,4.71,1.11,0.55,0.63
2018-02-04,1.07,4.12,1.09,0.51,0.6
2018-02-05,0.92,3.64,1.0,0.47,0.57
2018-02-06,0.83,3.29,1.0,0.47,0.55
2018-02-07,0.77,2.95,1.09,0.46,0.54
2018-02-08,0.71,2.72,1.03,0.46,0.56
2018-02-09,0.67,2.48,0.86,0.46,0.55
2018-02-10,0.64,2.29,0.93,0.44,0.54
2018-02-11,0.63,2.15,0.98,0.44,0.54
2018-02-12,0.66,2.13,1.06,0.47,0.63
2018-02-13,0.62,1.93,1.07,0.5,0.62
2018-02-14,0.56,1.81,1.06,0.47,0.57
2018-02-15,0.56,1.83,0.99,0.44,0.52
2018-02-16,0.62,3.79,1.33,0.47,0.7
2018-02-17,0.59,3.76,1.96,0.66,0.96
2018-02-18,0.57,3.63,1.68,0.64,0.83
2018-02-19,0.54,3.26,1.47,0.61,0.76
2018-02-20,0.52,2.95,1.35,0.56,0.67
2018-02-21,0.49,2.68,1.26,0.5,0.62
2018-02-22,0.46,2.42,1.17,0.48,0.61
2018-02-23,0.44,2.19,1.07,0.46,0.57
2018-02-24,0.41,2.01,1.03,0.44,0.55
2018-02-25,0.4,1.84,0.96,0.41,0.5
2018-02-26,0.39,1.62,0.94,0.38,0.48
2018-02-27,0.39,1.49,0.91,0.4,0.51
2018-02-28,0.38,1.41,0.89,0.38,0.46
2018-03-01,0.38,1.44,0.86,0.36,0.44
2018-03-02,0.36,1.44,0.86,0.37,0.49
2018-03-03,0.37,1.42,0.87,0.39,0.48
2018-03-04,0.39,1.44,0.87,0.38,0.48
2018-03-05,0.43,1.53,1.0,0.39,0.52
2018-03-06,0.41,1.53,1.08,0.41,0.55
2018-03-07,0.4,1.59,1.05,0.43,0.55
2018-03-08,0.39,1.51,1.33,0.46,0.68
2018-03-09,0.68,1.44,1.26,0.51,0.65
2018-03-10,0.79,1.53,1.17,0.51,0.63
2018-03-11,0.76,1.67,1.1,0.5,0.6
2018-03-12,0.85,1.75,1.33,0.7,0.94
2018-03-13,0.84,2.26,1.5,1.02,0.98
2018-03-14,0.75,3.29,1.21,0.7,0.73
2018-03-15,0.66,2.64,1.14,0.62,0.68
2018-03-16,0.7,2.47,1.1,0.56,0.63
2018-03-17,0.67,2.25,1.01,0.52,0.59
2018-03-18,0.59,2.11,0.98,0.51,0.59
2018-03-19,0.53,1.93,0.92,0.48,0.54
2018-03-20,0.5,1.81,0.86,0.47,0.52
2018-03-21,0.45,1.68,0.87,0.49,0.54
2018-03-22,0.45,1.58,0.84,0.5,0.57
2018-03-23,0.48,1.59,0.86,0.53,0.59
2018-03-24,0.47,1.56,0.92,0.56,0.67
2018-03-25,0.44,1.46,0.88,0.57,0.6
2018-03-26,0.41,1.37,0.81,0.5,0.56
2018-03-27,0.39,1.33,0.81,0.47,0.54
2018-03-28,0.43,1.6,0.8,0.51,0.6
2018-03-29,0.5,2.84,0.93,1.05,1.06
2018-03-30,0.42,2.03,0.86,1.01,0.79
2018-03-31,0.43,1.9,0.84,0.67,0.65
2018-04-01,0.4,1.9,0.81,0.6,0.6
2018-04-02,0.39,1.85,0.76,0.56,0.61
2018-04-03,0.38,1.68,0.72,0.54,0.57
2018-04-04,0.41,1.6,0.72,0.5,0.53
2018-04-05,0.52,1.66,0.7,0.45,0.5
2018-04-06,0.43,1.55,0.7,0.44,0.52
2018-04-07,0.4,1.4,0.67,0.43,0.49
2018-04-08,0.39,1.33,0.68,0.41,0.48
2018-04-09,0.39,1.26,0.67,0.41,0.46
2018-04-10,0.36,1.28,0.64,0.41,0.43
2018-04-11,0.36,1.25,0.61,0.4,0.43
2018-04-12,0.34,1.15,0.61,0.39,0.42
2018-04-13,0.37,1.1,0.6,0.36,0.43
2018-04-14,0.43,1.03,0.58,0.38,0.39
2018-04-15,0.35,0.96,0.58,0.34,0.43
2018-04-16,0.33,1.42,0.61,0.38,0.48
2018-04-17,0.31,1.07,0.59,0.43,0.48
2018-04-18,0.29,0.95,0.57,0.41,0.46
2018-04-19,0.28,0.88,0.52,0.35,0.38
2018-04-20,0.27,0.84,0.53,0.33,0.39
2018-04-21,0.27,0.8,0.54,0.36,0.39
2018-04-22,0.26,0.77,0.52,0.34,0.39
2018-04-23,0.27,0.82,0.52,0.33,0.39
2018-04-24,0.26,0.79,0.45,0.36,0.41
2018-04-25,0.25,0.73,0.49,0.34,0.41
2018-04-26,0.25,0.8,0.48,0.3,0.39
2018-04-27,0.24,0.72,0.48,0.26,0.37
2018-04-28,0.24,0.7,0.47,0.27,0.4
2018-04-29,0.24,0.77,0.47,0.28,0.41
2018-04-30,0.26,0.68,0.45,0.27,0.37
2018-05-01,0.24,0.64,0.46,0.26,0.37
2018-05-02,0.22,0.64,0.44,0.26,0.33
2018-05-03,0.21,0.63,0.44,0.23,0.37
2018-05-04,0.19,0.62,0.44,0.26,0.39
2018-05-05,0.19,0.58,0.43,0.26,0.38
2018-05-06,0.17,0.56,0.41,0.25,0.32
2018-05-07,0.17,0.54,0.41,0.22,0.35
2018-05-08,0.17,0.52,0.4,0.24,0.33
2018-05-09,0.16,0.52,0.39,0.23,0.33
2018-05-10,0.27,1.44,0.38,0.22,0.32
2018-05-11,0.29,0.97,0.38,0.23,0.31
2018-05-12,0.19,0.69,0.38,0.21,0.35
2018-05-13,0.38,0.87,0.41,0.23,0.35
2018-05-14,0.51,0.96,0.47,0.23,0.34
2018-05-15,0.3,1.22,0.49,0.22,0.34
2018-05-16,0.31,1.09,0.48,0.27,0.36
2018-05-17,0.27,1.4,0.55,0.55,0.54
2018-05-18,0.2,1.08,0.47,0.44,0.48
2018-05-19,0.16,0.98,0.45,0.32,0.37
2018-05-20,0.16,1.03,0.54,0.26,0.38
2018-05-21,0.17,0.92,0.51,0.27,0.36
2018-05-22,0.15,1.23,0.44,0.26,0.34
2018-05-23,0.17,1.32,0.44,0.24,0.33
2018-05-24,0.22,1.25,0.43,0.3,0.29
2018-05-25,0.23,1.16,0.6,0.28,0.41
2018-05-26,0.17,0.91,0.48,0.38,0.42
2018-05-27,0.15,0.82,0.43,0.27,0.3
2018-05-28,0.19,0.76,0.42,0.23,0.32
2018-05-29,0.15,0.71,0.41,0.22,0.3
2018-05-30,0.14,0.66,0.48,0.21,0.22
2018-05-31,0.18,0.68,0.45,0.22,0.29
2018-06-01,0.46,1.66,0.41,0.26,0.28
2018-06-02,0.27,0.88,0.38,0.26,0.26
2018-06-03,0.19,0.74,0.38,0.2,0.25
2018-06-04,0.17,0.68,0.37,0.24,0.23
2018-06-05,0.17,0.67,0.36,0.21,0.24
2018-06-06,0.16,0.68,0.45,0.22,0.19
2018-06-07,0.17,0.7,0.46,0.24,0.52
2018-06-08,0.2,0.96,0.35,0.4,0.37
2018-06-09,0.17,2.62,0.33,0.25,0.27
2018-06-10,0.16,1.51,0.34,0.21,0.36
2018-06-11,0.59,1.16,0.35,0.22,0.32
2018-06-12,1.37,1.07,0.91,0.35,0.29
2018-06-13,0.5,0.93,1.24,1.27,2.69
2018-06-14,0.33,0.79,0.66,2.07,0.98
2018-06-15,0.27,0.71,0.48,0.7,0.54
2018-06-16,0.23,0.66,0.42,0.41,0.42
2018-06-17,0.2,0.62,0.4,0.3,0.41
2018-06-18,0.19,0.59,0.38,0.3,0.38
2018-06-19,0.17,0.56,0.37,0.25,0.35
2018-06-20,0.17,0.53,0.37,0.23,0.24
2018-06-21,0.16,0.51,0.36,0.22,0.28
2018-06-22,0.15,0.49,0.35,0.22,0.27
2018-06-23,0.15,0.43,0.33,0.17,0.21
2018-06-24,0.15,0.4,0.33,0.18,0.19
2018-06-25,0.15,0.4,0.34,0.19,0.22
2018-06-26,0.15,0.4,0.34,0.18,0.27
2018-06-27,0.14,0.4,0.34,0.18,0.23
2018-06-28,0.13,0.38,0.51,0.29,0.34
2018-06-29,0.13,0.38,0.52,0.43,0.74
2018-06-30,0.13,0.37,0.4,0.45,0.42
2018-07-01,0.12,0.35,0.35,0.25,0.34
2018-07-02,0.12,0.35,0.36,0.21,0.31
2018-07-03,0.11,0.35,0.36,0.2,0.21
2018-07-04,0.14,0.39,0.35,0.19,0.17
2018-07-05,0.16,0.38,0.38,0.17,0.16
2018-07-06,0.15,0.53,0.44,0.23,0.37
2018-07-07,0.13,0.46,0.61,0.34,0.51
2018-07-08,0.12,0.39,0.39,0.32,0.4
2018-07-09,0.12,0.36,0.32,0.25,0.29
2018-07-10,0.12,0.35,0.33,0.22,0.24
2018-07-11,0.1,0.39,0.36,0.23,0.29
2018-07-12,0.1,0.34,0.36,0.23,0.37
2018-07-13,0.09,0.33,0.33,0.24,0.28
2018-07-14,0.09,0.33,0.34,0.19,0.18
2018-07-15,0.12,0.33,0.35,0.16,0.21
2018-07-16,0.28,0.42,0.35,0.24,0.45
2018-07-17,0.13,0.37,0.35,0.28,0.35
2018-07-18,0.12,0.36,0.33,0.23,0.25
2018-07-19,0.1,0.32,0.34,0.18,0.17
2018-07-20,0.08,0.31,0.32,0.17,0.16
2018-07-21,0.18,0.36,0.32,0.16,0.17
2018-07-22,0.32,0.36,0.52,0.18,0.22
2018-07-23,0.16,0.34,0.57,0.2,0.29
2018-07-24,0.12,0.34,0.43,0.2,0.29
2018-07-25,0.1,0.32,0.37,0.2,0.25
2018-07-26,0.09,0.3,0.35,0.18,0.16
2018-07-27,0.08,0.28,0.34,0.18,0.15
2018-07-28,0.08,0.27,0.34,0.16,0.16
2018-07-29,0.07,0.25,0.33,0.16,0.15
2018-07-30,0.07,0.26,0.31,0.14,0.17
2018-07-31,0.07,0.27,0.31,0.16,0.15
2018-08-01,0.08,0.26,0.31,0.15,0.17
2018-08-02,0.13,0.29,0.3,0.12,0.15
2018-08-03,0.09,0.29,0.33,0.12,0.18
2018-08-04,0.07,0.26,0.31,0.14,0.23
2018-08-05,0.07,0.27,0.3,0.2,0.18
2018-08-06,0.07,0.27,0.28,0.17,0.14
2018-08-07,0.07,0.33,0.29,0.14,0.2
2018-08-08,0.07,0.55,0.3,0.12,0.16
2018-08-09,0.1,0.36,0.29,0.12,0.19
2018-08-10,0.16,0.32,0.37,0.21,0.17
2018-08-11,0.09,0.3,0.37,0.21,0.32
2018-08-12,0.07,0.27,0.33,0.22,0.27
2018-08-13,0.09,0.27,0.31,0.19,0.15
2018-08-14,0.18,0.39,0.37,0.19,0.19
2018-08-15,0.1,0.32,0.34,0.17,0.2
2018-08-16,0.09,0.29,0.32,0.16,0.18
2018-08-17,0.08,0.27,0.29,0.14,0.17
2018-08-18,0.08,0.29,0.3,0.11,0.19
2018-08-19,0.09,0.31,0.29,0.11,0.21
2018-08-20,0.08,0.27,0.29,0.12,0.19
2018-08-21,0.07,0.25,0.3,0.11,0.2
2018-08-22,0.08,0.25,0.3,0.1,0.2
2018-08-23,0.08,0.25,0.32,0.14,0.19
2018-08-24,0.1,0.28,0.39,0.1,0.18
2018-08-25,0.09,0.39,0.35,0.14,0.19
2018-08-26,0.08,0.37,0.35,0.11,0.21
2018-08-27,0.08,0.32,0.34,0.15,0.23
2018-08-28,0.08,0.29,0.33,0.11,0.18
2018-08-29,0.09,0.27,0.32,0.12,0.19
2018-08-30,0.15,0.32,0.43,0.09,0.17
2018-08-31,0.11,0.74,0.42,0.16,0.19
2018-09-01,0.08,1.14,0.63,0.26,0.54
2018-09-02,0.08,0.53,0.52,0.37,0.46
2018-09-03,0.07,0.43,0.41,0.31,0.26
2018-09-04,0.07,0.38,0.72,0.39,0.38
2018-09-05,0.07,0.35,0.72,0.37,0.5
2018-09-06,0.07,0.32,0.48,0.36,0.31
2018-09-07,0.09,0.34,0.34,0.24,0.18
2018-09-08,0.07,0.31,0.41,0.2,0.2
2018-09-09,0.07,0.29,0.39,0.19,0.18
2018-09-10,0.06,0.28,0.34,0.16,0.23
2018-09-11,0.06,0.27,0.35,0.18,0.18
2018-09-12,0.06,0.25,0.34,0.18,0.2
2018-09-13,0.06,0.29,0.35,0.17,0.18
2018-09-14,0.06,0.31,0.5,0.18,0.18
2018-09-15,0.07,0.3,0.48,0.21,0.29
2018-09-16,0.06,0.26,0.38,0.24,0.27
2018-09-17,0.06,0.25,0.38,0.21,0.19
2018-09-18,0.06,0.25,0.37,0.16,0.21
2018-09-19,0.06,0.28,0.38,0.18,0.21
2018-09-20,0.06,0.26,0.4,0.22,0.19
2018-09-21,0.06,0.24,0.35,0.18,0.26
2018-09-22,0.07,0.28,0.36,0.21,0.16
2018-09-23,0.14,0.35,0.46,0.17,0.24
2018-09-24,0.26,1.04,0.61,0.38,0.55
2018-09-25,0.09,0.45,0.47,0.43,0.36
2018-09-26,0.08,0.35,0.41,0.29,0.23
2018-09-27,0.08,0.32,0.37,0.23,0.18
2018-09-28,0.08,0.3,0.39,0.22,0.18
2018-09-29,0.08,0.28,0.4,0.22,0.21
2018-09-30,0.07,0.26,0.36,0.22,0.19
2018-10-01,0.08,0.26,0.44,0.24,0.18
2018-10-02,0.07,0.27,0.4,0.2,0.24
2018-10-03,0.07,0.26,0.4,0.27,0.29
2018-10-04,0.07,0.25,0.39,0.25,0.23
2018-10-05,0.07,0.25,0.39,0.21,0.14
2018-10-06,0.08,0.25,0.35,0.2,0.16
2018-10-07,0.08,0.25,0.34,0.24,0.17
2018-10-08,0.08,0.25,0.37,0.24,0.19
2018-10-09,0.07,0.24,0.35,0.21,0.28
2018-10-10,0.07,0.24,0.36,0.26,0.25
2018-10-11,0.07,0.24,0.33,0.21,0.21
2018-10-12,0.07,0.24,0.44,0.2,0.22
2018-10-13,0.07,0.23,0.35,0.17,0.24
2018-10-14,0.06,0.22,0.28,0.2,0.25
2018-10-15,0.06,0.22,0.34,0.19,0.24
2018-10-16,0.06,0.22,0.33,0.22,0.25
2018-10-17,0.08,0.22,0.35,0.21,0.21
2018-10-18,0.07,0.22,0.34,0.18,0.15
2018-10-19,0.06,0.22,0.33,0.18,0.16
2018-10-20,0.07,0.22,0.35,0.2,0.2
2018-10-21,0.07,0.22,0.36,0.19,0.24
2018-10-22,0.07,0.21,0.33,0.18,0.29
2018-10-23,0.07,0.2,0.36,0.23,0.21
2018-10-24,0.08,0.21,0.39,0.17,0.24
2018-10-25,0.08,0.22,0.39,0.28,0.28
2018-10-26,0.08,0.22,0.35,0.26,0.24
2018-10-27,0.09,0.28,0.42,0.28,0.27
2018-10-28,0.1,0.43,0.65,0.41,0.52
2018-10-29,0.07,0.46,0.57,0.51,0.5
2018-10-30,0.1,0.41,0.43,0.4,0.38
2018-10-31,0.16,0.39,0.4,0.3,0.31
2018-11-01,0.1,0.34,0.41,0.26,0.07
2018-11-02,0.1,0.38,0.45,0.22,0.08
2018-11-03,0.07,0.36,0.33,0.24,0.09
2018-11-04,0.08,0.33,0.37,0.24,0.07
2018-11-05,0.07,0.31,0.38,0.24,0.08
2018-11-06,0.08,0.31,0.39,0.23,0.08
2018-11-07,0.08,0.3,0.39,0.23,0.09
2018-11-08,0.08,0.3,0.39,0.22,0.08
2018-11-09,0.08,0.29,0.39,0.22,0.08
2018-11-10,0.09,0.28,0.37,0.25,0.08
2018-11-11,0.22,0.36,0.37,0.23,0.08
2018-11-12,0.18,0.38,0.38,0.22,0.08
2018-11-13,0.17,0.37,0.37,0.22,0.08
2018-11-14,0.15,0.37,0.38,0.21,0.08
2018-11-15,0.1,0.33,0.37,0.23,0.07
2018-11-16,0.1,0.32,0.38,0.23,0.07
2018-11-17,0.09,0.31,0.37,0.21,0.07
2018-11-18,0.09,0.3,0.37,0.21,0.07
2018-11-19,0.11,0.3,0.38,0.21,0.07
2018-11-20,0.12,0.3,0.38,0.23,0.08
2018-11-21,0.11,0.29,0.38,0.23,0.08
2018-11-22,0.1,0.29,0.38,0.23,0.08
2018-11-23,0.1,0.29,0.37,0.22,0.09
2018-11-24,0.11,0.31,0.38,0.24,0.08
2018-11-25,0.14,0.31,0.4,0.23,0.07
2018-11-26,0.11,0.29,0.43,0.29,0.11
