,GRDC_6335117,GRDC_6335125,GRDC_6342660,GRDC_6342670,GRDC_6342675
2013-08-19,0.14290982,0.52525264,0.43788135,0.275514,0.21316397
2013-08-20,0.19505441,0.5624018,0.43968183,0.39012176,0.3097183
2013-08-21,0.17122847,0.50139225,0.38260382,0.34064656,0.27400434
2013-08-22,0.1701237,0.4699571,0.35199708,0.31520396,0.25165027
2013-08-23,0.16276157,0.45237356,0.33526784,0.29322886,0.23817605
2013-08-24,0.101494014,0.61628175,0.35753858,0.2730639,0.21749967
2013-08-25,0.16001934,0.7841113,0.94715536,0.39128798,0.33152974
2013-08-26,0.22529912,0.7826448,0.9052671,0.5127783,0.45455295
2013-08-27,0.28790855,0.994976,0.9128927,0.4850461,0.4255643
2013-08-28,0.24841195,0.9443736,0.8157966,0.4695226,0.41425335
2013-08-29,0.22865039,0.7871411,0.68259704,0.4210173,0.3741876
2013-08-30,0.20480263,0.6835787,0.5777354,0.3779143,0.33790267
2013-08-31,0.18792862,0.62663543,0.52540934,0.33566207,0.3042282
2013-09-01,0.19014794,0.5768025,0.6748275,0.31198865,0.2911958
2013-09-02,0.17638958,0.53745216,0.58882266,0.3527795,0.33368623
2013-09-03,0.16314775,0.5203605,0.532585,0.31862772,0.306046
2013-09-04,0.15937734,0.50607795,0.49632668,0.30058688,0.29043138
2013-09-05,0.14961934,0.49490428,0.46481544,0.28770173,0.27876985
2013-09-06,0.1465478,0.4834029,0.44176388,0.2780844,0.27059323
2013-09-07,0.102321446,0.5558559,0.42469728,0.2689392,0.26585406
2013-09-08,0.2136432,1.2380785,0.46606505,0.24203306,0.24145252
2013-09-09,0.45469415,1.6838601,0.9541077,0.3227995,0.33918387
2013-09-10,0.45298636,1.7331889,1.2244215,0.4794222,0.48909438
2013-09-11,0.47173285,1.9291078,0.90581954,0.47050107,0.4629612
2013-09-12,0.46038783,3.670351,1.569753,0.64794976,0.6713141
2013-09-13,0.41526663,3.2266302,2.69912,0.79702485,0.96904457
2013-09-14,0.36785316,2.3616438,2.7147014,0.7080122,0.8814595
2013-09-15,0.37112898,2.2465105,2.065125,0.68150747,0.80087686
2013-09-16,0.3743773,2.4749072,2.4360485,0.7960834,0.9650924
2013-09-17,0.38258642,2.880648,2.174229,0.729162,0.8853128
2013-09-18,0.471232,5.4328084,3.7882123,1.5836251,1.9632951
2013-09-19,0.479169,5.117019,3.6222801,1.3338367,1.7365577
2013-09-20,0.41340315,3.91615,2.4779472,0.9772086,1.211976
2013-09-21,0.37395358,2.6302657,1.5316674,0.7298627,0.88368434
2013-09-22,0.32678884,1.8415825,1.0882996,0.5763637,0.7097894
2013-09-23,0.28961712,1.4637712,0.90580153,0.4807098,0.6117087
2013-09-24,0.26569694,1.2477992,0.7953691,0.4137699,0.5451213
2013-09-25,0.24478048,1.1079081,0.73074025,0.37092102,0.5038354
2013-09-26,0.22147429,1.2117221,1.136591,0.35016203,0.55984104
2013-09-27,0.23578966,1.0865797,1.0538824,0.34812868,0.53914565
2013-09-28,0.20951343,0.95706284,0.83856976,0.31371248,0.48286253
2013-09-29,0.20113575,0.8635904,0.70543283,0.2812677,0.43641
2013-09-30,0.19408798,0.75991595,0.6178058,0.26177448,0.39974123
2013-10-01,0.18021232,0.6937798,0.58053946,0.24129516,0.37982517
2013-10-02,0.16906136,0.6380336,0.52560115,0.22546434,0.35713738
2013-10-03,0.1655032,0.61218214,0.48593718,0.20785284,0.33443707
2013-10-04,0.14423674,0.6505274,0.4867192,0.20738137,0.3328449
2013-10-05,0.75762254,1.1331636,0.6191858,0.20791626,0.37234688
2013-10-06,1.1011499,1.4265501,0.6180181,0.26388586,0.41171044
2013-10-07,0.93122715,1.1724101,0.5723746,0.24731344,0.3922727
2013-10-08,0.76626015,0.979368,0.53529763,0.23761111,0.3754465
2013-10-09,0.67471224,0.8623537,0.52171046,0.23333645,0.37321073
2013-10-10,0.76782525,1.7874525,1.1193775,0.3452705,0.64084864
2013-10-11,0.6803694,1.7757014,1.3286071,0.44153088,0.7325907
2013-10-12,0.5716115,1.4317527,1.035457,0.39585572,0.6192204
2013-10-13,0.4906593,1.2924122,0.84552896,0.35750574,0.55471677
2013-10-14,0.478657,1.618232,0.7396586,0.34108698,0.5193354
2013-10-15,0.47632706,3.601255,1.7947555,0.553771,1.0127442
2013-10-16,0.4607426,3.458768,2.4043388,0.6447444,1.2433476
2013-10-17,0.43563646,2.8203254,2.0391319,0.58687174,1.0594466
2013-10-18,0.40054923,2.0597868,1.6245933,0.5354663,0.9190889
2013-10-19,0.36926013,1.60181,1.1900983,0.46918553,0.7572738
2013-10-20,0.36604464,1.8248483,0.9738384,0.43865502,0.6906122
2013-10-21,0.35336518,1.566843,0.85102624,0.41466308,0.633683
2013-10-22,0.3299114,1.3124645,0.76041067,0.38309532,0.5755017
2013-10-23,0.4201504,1.3093514,0.9221633,0.3935933,0.6405078
2013-10-24,0.44176888,1.1232693,0.91004455,0.409028,0.63429296
2013-10-25,0.39519066,0.9899121,0.7676682,0.37629384,0.56178975
2013-10-26,0.37015295,0.9172749,0.69017535,0.35680783,0.5224827
2013-10-27,0.5138037,1.1989248,0.6741747,0.34026092,0.5085353
2013-10-28,0.6625887,1.3898828,0.6427396,0.34885883,0.50220096
2013-10-29,0.595433,1.2743294,0.68858004,0.3186962,0.4917822
2013-10-30,0.50678134,1.0519123,0.72281855,0.32652998,0.49988323
2013-10-31,0.43177074,0.8805394,0.59089136,0.30517983,0.43577486
2013-11-01,0.39738578,0.80953276,0.52878517,0.27917784,0.39857018
2013-11-02,0.49221987,1.0064423,0.5516897,0.28079444,0.40998983
2013-11-03,0.54394746,2.214498,0.8611009,0.34439433,0.55199987
2013-11-04,0.57160014,3.427061,0.76160485,0.37204033,0.52487093
2013-11-05,0.59201443,3.5236235,0.68408906,0.32968235,0.46935153
2013-11-06,0.5660584,4.683968,1.6008223,0.59353614,0.9549716
2013-11-07,0.5145859,4.1982613,1.4081402,0.5958334,0.8664725
2013-11-08,0.84566855,4.432783,1.0466344,0.50957066,0.700389
2013-11-09,0.7850319,4.0062237,1.2031105,0.54257524,0.77648205
2013-11-10,0.85915196,6.2808075,1.2661597,0.5518834,0.7748004
2013-11-11,0.7078881,5.8443346,1.0706422,0.48629868,0.6619842
2013-11-12,0.59913814,4.356004,0.81935084,0.41248083,0.539347
2013-11-13,0.5456883,3.3405662,0.6912991,0.3643257,0.47293925
2013-11-14,0.4796785,2.6136081,0.7116512,0.35361624,0.47222143
2013-11-15,0.42881864,2.1137774,0.70512885,0.34632146,0.46099812
2013-11-16,0.3831327,1.8091235,0.66555655,0.34099543,0.44857
2013-11-17,0.35239023,1.6151026,0.6302688,0.32620454,0.42743385
2013-11-18,0.33437723,1.4699087,0.5985049,0.31531924,0.40705365
2013-11-19,0.44140512,1.8256595,0.68910015,0.33480465,0.44612324
2013-11-20,0.5434769,2.3655386,0.7459892,0.35528392,0.46667528
2013-11-21,0.5460211,2.2299693,0.688344,0.35285574,0.44426787
2013-11-22,0.6085162,2.6393547,0.6621229,0.35364932,0.43800938
2013-11-23,0.5603958,2.7185187,0.9005637,0.42108423,0.55653703
2013-11-24,0.5259954,2.5532904,0.9399575,0.43575412,0.56773883
2013-11-25,0.47567523,2.1605244,0.77732515,0.37407458,0.4709413
2013-11-26,0.42079055,1.7923822,0.68731916,0.34219545,0.42200422
2013-11-27,0.37901384,1.4979179,0.6012528,0.30990225,0.37257016
2013-11-28,0.37141567,1.3921294,0.58646774,0.3074978,0.36519557
2013-11-29,0.4196198,1.5053527,0.64093703,0.3480466,0.4062391
2013-11-30,0.40164393,1.7989826,0.80009997,0.41192693,0.4908511
2013-12-01,0.3868546,1.6137893,0.7263571,0.40073824,0.45549017
2013-12-02,0.37593257,1.4485306,0.68320554,0.39386874,0.43643022
2013-12-03,0.33956426,1.3049467,0.63769925,0.37284958,0.40599006
2013-12-04,0.3388601,1.2114822,0.61088514,0.3582127,0.38763267
2013-12-05,0.37009686,1.2434733,0.6712494,0.39586055,0.42921758
2013-12-06,0.36516184,1.6769023,0.9537345,0.5039098,0.565421
2013-12-07,0.37374973,1.5895729,1.0201426,0.5449781,0.60544086
2013-12-08,0.3767659,1.4093735,0.9148767,0.5367554,0.5721812
2013-12-09,0.36241657,1.2788014,0.8999744,0.5647027,0.5910413
2013-12-10,0.3437454,1.1945137,0.8288796,0.54082465,0.5572628
2013-12-11,0.3283962,1.1273497,0.7453704,0.49371862,0.50248104
2013-12-12,0.31462902,1.0603777,0.6879107,0.4597687,0.4639343
2013-12-13,0.29357505,1.0025814,0.62554073,0.42207807,0.417476
2013-12-14,0.32578313,1.1361587,0.6706482,0.43956375,0.4411289
2013-12-15,0.32208794,1.0970215,0.641526,0.43328243,0.43016362
2013-12-16,0.32596755,1.0684947,0.60637987,0.4023785,0.3998608
2013-12-17,0.31600726,1.0081604,0.5687119,0.37876964,0.3726585
2013-12-18,0.31839716,0.98505574,0.5231566,0.34693688,0.33740342
2013-12-19,0.42047507,1.3943105,0.53135633,0.34893084,0.34052098
2013-12-20,0.40268874,1.6687347,0.55553955,0.36209702,0.3555898
2013-12-21,0.37725627,1.4593172,0.54057515,0.35756147,0.34897852
2013-12-22,0.41624665,1.5102925,0.56359255,0.3749599,0.36777222
2013-12-23,0.43214053,1.426075,0.59620285,0.40117717,0.3966213
2013-12-24,0.44482452,1.2762221,0.5806129,0.38335198,0.37795192
2013-12-25,0.99750257,2.3653307,0.58988523,0.39263445,0.3860017
2013-12-26,1.0044957,4.4350033,0.6992167,0.41542464,0.4214217
2013-12-27,0.86298937,4.1214733,0.7009164,0.42416996,0.43080193
2013-12-28,1.052282,4.802188,0.620543,0.39197427,0.39012706
2013-12-29,0.9587129,4.306873,0.665988,0.41771787,0.42217195
2013-12-30,0.8077738,3.1000552,0.59690773,0.3819617,0.380252
2013-12-31,0.688455,2.1897576,0.5344887,0.34492594,0.33901644
2014-01-01,0.6492486,1.8418812,0.51313436,0.33050364,0.32526547
2014-01-02,0.88795424,1.9766427,0.5167542,0.3339132,0.33038718
2014-01-03,0.8072624,1.7904509,0.5206735,0.338448,0.33579743
2014-01-04,0.9062863,2.33144,0.65786994,0.40208942,0.41162115
2014-01-05,0.85830647,2.6438093,0.699592,0.43797272,0.44682205
2014-01-06,0.817356,2.2341857,0.6424962,0.41323984,0.41292036
2014-01-07,0.761079,1.8632944,0.64202654,0.42358506,0.4232285
2014-01-08,0.7082225,1.6174333,0.6240864,0.41504288,0.41536498
2014-01-09,0.69974065,1.7935967,0.6098503,0.4038489,0.40667486
2014-01-10,0.6162391,1.8538584,0.8206337,0.47998577,0.5162328
2014-01-11,0.62472427,1.814677,0.90309966,0.5495208,0.58373475
2014-01-12,0.5389748,1.5084236,0.7656045,0.49005836,0.5055153
2014-01-13,0.5977832,1.5870247,0.6484448,0.42597407,0.43129843
2014-01-14,0.5459741,1.5518689,0.97848845,0.5348188,0.57475793
2014-01-15,0.5170699,1.3352789,0.94789165,0.5390973,0.5703603
2014-01-16,0.5652201,1.858968,0.80476785,0.49411672,0.5125895
2014-01-17,0.5204462,1.6892343,0.783535,0.48888612,0.50655377
2014-01-18,0.46705216,1.3799589,0.70688653,0.45718586,0.4693048
2014-01-19,0.4464333,1.1982859,0.6750493,0.44948363,0.45985723
2014-01-20,0.4630918,1.27352,0.6446314,0.4199732,0.4304766
2014-01-21,0.4656692,1.4982485,0.8409688,0.48600549,0.5192473
2014-01-22,0.4432698,1.3205401,0.7668832,0.46816033,0.49153888
2014-01-23,0.4514836,1.2753705,0.7060821,0.45001596,0.46746904
2014-01-24,0.47931665,1.514587,0.7996042,0.48805088,0.51135194
2014-01-25,0.45295733,1.3088249,0.8974237,0.48872232,0.5376666
2014-01-26,0.56258833,1.6341908,1.1689506,0.6773483,0.7272556
2014-01-27,0.69283116,2.3176012,1.3523923,0.783527,0.8323183
2014-01-28,0.6136815,2.0052967,1.0735604,0.65197706,0.6795783
2014-01-29,0.5482387,1.5733707,0.84817183,0.5457992,0.5574539
2014-01-30,0.5144125,1.3386612,0.7428802,0.49162543,0.49700344
2014-01-31,0.47323197,1.196983,0.71219045,0.47680783,0.48582125
2014-02-01,0.6078936,1.2702919,0.6869494,0.45953763,0.46945179
2014-02-02,0.5584148,1.4635893,0.7735847,0.48142248,0.5034141
2014-02-03,0.5151836,1.3119559,0.7431841,0.4708414,0.4899348
2014-02-04,0.49605453,1.2262517,0.7006969,0.4446541,0.4617927
2014-02-05,0.5654501,1.1778644,0.7002001,0.45249414,0.4726928
2014-02-06,0.57794785,1.1482656,0.7020911,0.45365012,0.47637105
2014-02-07,0.5623033,1.2722527,0.7167931,0.4623602,0.4858048
2014-02-08,0.7547459,1.495903,0.69065475,0.45166194,0.47299343
2014-02-09,0.74936116,1.4388812,0.69138575,0.44573504,0.46821332
2014-02-10,0.8442554,1.6663926,0.652689,0.41913915,0.43755323
2014-02-11,0.7550694,1.525405,0.70778155,0.45126587,0.4746458
2014-02-12,0.71339,1.3430457,0.63739073,0.40716237,0.42484897
2014-02-13,1.2961111,2.5041323,0.6451547,0.4172774,0.4349566
2014-02-14,1.1690735,2.3647695,0.62704146,0.41324162,0.42784107
2014-02-15,1.2531883,3.6289725,0.6489855,0.42655998,0.44295156
2014-02-16,1.1260501,3.5883522,0.69172335,0.4476713,0.4630533
2014-02-17,0.96275246,2.7107902,0.63103503,0.42411923,0.43226898
2014-02-18,0.84625876,2.016796,0.5787207,0.39113832,0.39645934
2014-02-19,0.80467117,1.644236,0.62962425,0.40468144,0.42048424
2014-02-20,0.7299163,1.4546968,0.60789096,0.39973038,0.4141813
2014-02-21,0.7109392,1.6836579,0.75713104,0.46515828,0.49039024
2014-02-22,0.6740261,1.691195,0.6952812,0.4424988,0.46046102
2014-02-23,0.6130226,1.4572307,0.62309086,0.40278155,0.41651273
2014-02-24,0.5582301,1.2659436,0.5822531,0.38543892,0.3974892
2014-02-25,0.525846,1.1559438,0.5518376,0.3632484,0.37637556
2014-02-26,0.5531315,1.8770053,0.54002154,0.35021204,0.3645519
2014-02-27,0.5669215,2.118085,0.54035896,0.3355391,0.350847
2014-02-28,0.6316049,2.209598,0.5719687,0.3525539,0.36843258
2014-03-01,0.57951295,1.8716781,0.53089064,0.3403778,0.34912318
2014-03-02,0.52333224,1.5198787,0.5252512,0.33048153,0.3410982
2014-03-03,0.49917263,1.3631718,0.5185184,0.32880813,0.34113336
2014-03-04,0.46598434,1.3358356,0.5707524,0.3250699,0.34760106
2014-03-05,0.4346841,1.2406023,0.5720626,0.33497232,0.36224943
2014-03-06,0.4033121,1.1006712,0.5394237,0.3265531,0.3502168
2014-03-07,0.39083427,1.0218643,0.52620345,0.3236112,0.34691095
2014-03-08,0.37347728,0.9654896,0.51778114,0.32109696,0.3435406
2014-03-09,0.3599556,0.9263218,0.51511925,0.3197853,0.34256858
2014-03-10,0.34450382,0.85993254,0.50495416,0.31365943,0.33707738
2014-03-11,0.3366295,0.80635434,0.48011762,0.29629594,0.3193071
2014-03-12,0.3231703,0.7645962,0.4874186,0.30350196,0.3295701
2014-03-13,0.31619686,0.73020977,0.4842795,0.30093324,0.3264265
2014-03-14,0.3045497,0.7038866,0.4727133,0.2934217,0.31874198
2014-03-15,0.28957784,0.67621505,0.5070816,0.29072028,0.3243947
2014-03-16,0.28813905,0.6681497,0.59211534,0.3277347,0.3692416
2014-03-17,0.27465874,0.64346284,0.5753964,0.3478217,0.3842538
2014-03-18,0.2627625,0.62110245,0.5311447,0.32323968,0.35797626
2014-03-19,0.26049,0.5869001,0.51575696,0.30597502,0.34161514
2014-03-20,0.25370747,0.5820178,0.5005488,0.3119436,0.34419763
2014-03-21,0.25552994,0.5866282,0.49307978,0.30805188,0.34349382
2014-03-22,0.29989487,0.7887451,0.56017375,0.30627298,0.3563512
2014-03-23,0.31679952,0.84003437,1.2390405,0.5542948,0.7218118
2014-03-24,0.29671472,0.8190075,1.4501327,0.69535685,0.88498795
2014-03-25,0.28991187,0.75269896,1.1015077,0.59487826,0.71593946
2014-03-26,0.26948076,0.68591815,0.8265371,0.49822414,0.5747998
2014-03-27,0.2558834,0.657493,0.7106285,0.44836825,0.5126531
2014-03-28,0.24996603,0.6394744,0.65488696,0.41096145,0.47319335
2014-03-29,0.23726362,0.6229919,0.6175168,0.38625062,0.44760364
2014-03-30,0.23747224,0.61017394,0.59123856,0.36382318,0.42737895
2014-03-31,0.23075348,0.59193647,0.55948627,0.3422004,0.40200126
2014-04-01,0.2275827,0.58087665,0.531161,0.32272196,0.3817451
2014-04-02,0.21909583,0.569952,0.5203549,0.31293488,0.3717348
2014-04-03,0.21277976,0.555997,0.50806767,0.30365056,0.36379516
2014-04-04,0.20747,0.54402345,0.49926364,0.2973767,0.3547626
2014-04-05,0.21385598,0.5719247,0.48207068,0.2796526,0.3382702
2014-04-06,0.2225843,0.5766002,0.6048058,0.27740234,0.36758775
2014-04-07,0.20744932,0.54814076,0.5664416,0.30720866,0.38462877
2014-04-08,0.19326794,0.5624192,0.64407927,0.29834569,0.4023345
2014-04-09,0.1862911,0.52869093,0.557364,0.3116256,0.37591976
2014-04-10,0.1807766,0.49935,0.56926304,0.29095072,0.37039536
2014-04-11,0.17159492,0.48735166,0.54015654,0.30672145,0.36946118
2014-04-12,0.16543257,0.47324693,0.49644744,0.28369308,0.34601456
2014-04-13,0.1619134,0.45125562,0.4969989,0.26935482,0.3350228
2014-04-14,0.1505307,0.4163683,0.50590986,0.2552604,0.32270527
2014-04-15,0.1533016,0.3772928,0.4929654,0.23767191,0.2994281
2014-04-16,0.14338845,0.3634733,0.4686038,0.23512667,0.29130518
2014-04-17,0.13821918,0.3696562,0.43275738,0.22728401,0.2780766
2014-04-18,0.12020093,0.3590144,0.61003155,0.22837645,0.32618058
2014-04-19,0.16527587,0.3808186,0.61677194,0.292314,0.37211275
2014-04-20,0.15228522,0.39737874,0.6178912,0.2843094,0.3776477
2014-04-21,0.14690995,0.41727847,0.5986152,0.2875654,0.37861001
2014-04-22,0.14197338,0.4509558,0.6497389,0.29278338,0.40429407
2014-04-23,0.14597332,0.45148146,0.6165048,0.31218165,0.40825325
2014-04-24,0.16133648,0.4614076,0.57614577,0.29639077,0.389993
2014-04-25,0.15135634,0.46807677,0.539871,0.28448397,0.3693326
2014-04-26,0.13736868,0.4976738,0.5160355,0.26793647,0.35122937
2014-04-27,0.13602477,0.7963845,0.51625293,0.24981022,0.33179325
2014-04-28,0.25501233,0.95204383,0.49740553,0.26533628,0.33537287
2014-04-29,0.24297673,0.9051001,0.517782,0.2709757,0.360255
2014-04-30,0.30462414,1.1248418,0.50535154,0.3080135,0.37231624
2014-05-01,0.3072033,1.4868543,0.5237151,0.28176886,0.35474712
2014-05-02,0.3549891,1.5351872,0.64296675,0.29312503,0.39485925
2014-05-03,0.32914656,1.1910421,0.60524595,0.29739642,0.37647235
2014-05-04,0.28519118,0.9139509,0.5267708,0.2814204,0.34985018
2014-05-05,0.25331306,0.78230405,0.48373628,0.25886333,0.32497704
2014-05-06,0.22522628,0.71105564,0.4862978,0.26182812,0.33267355
2014-05-07,0.20841867,1.0358503,0.8604042,0.31394458,0.4783495
2014-05-08,0.25492483,1.0037937,0.7775211,0.38882,0.4992016
2014-05-09,0.30046844,1.1627767,0.9260154,0.38152093,0.5395181
2014-05-10,0.29676378,1.2243013,0.83902085,0.39780724,0.5231515
2014-05-11,0.34451616,1.1800823,0.836204,0.40248144,0.5397816
2014-05-12,0.34229982,1.2052531,0.7948309,0.44317323,0.5588509
2014-05-13,0.31850338,1.254153,0.8751015,0.47702092,0.61038435
2014-05-14,0.30220205,1.1684144,0.8773249,0.467376,0.5990927
2014-05-15,0.26769823,1.0548128,0.74548423,0.41642004,0.51515305
2014-05-16,0.24864405,0.90362257,0.68223214,0.3746721,0.46675062
2014-05-17,0.23059684,0.7920812,1.0352421,0.47800392,0.663374
2014-05-18,0.21321094,0.72887945,1.0676394,0.51402855,0.67757195
2014-05-19,0.20477861,0.7234336,0.88861626,0.46786845,0.5937965
2014-05-20,0.19976383,0.6939575,0.76022464,0.42080224,0.53065157
2014-05-21,0.18988085,0.6622992,0.6849454,0.38589334,0.4881999
2014-05-22,0.17192984,0.9616807,0.64328414,0.36526656,0.46545887
2014-05-23,0.24291539,1.2268329,0.55192226,0.32583785,0.40525144
2014-05-24,0.25558287,1.4847765,0.5232229,0.30106705,0.3851006
2014-05-25,0.26300544,1.2152343,0.5065814,0.33263224,0.38897002
2014-05-26,0.24098194,1.4384944,0.8974571,0.5287301,0.6799858
2014-05-27,0.30096018,1.709913,1.3208344,0.7738448,1.0071491
2014-05-28,0.266087,1.3745776,1.3024265,0.9210079,1.091249
2014-05-29,0.24269778,1.0726435,1.7155985,1.3154322,1.4913108
2014-05-30,0.22894228,0.89228994,1.3310757,1.0305114,1.118092
2014-05-31,0.2122603,0.7732798,0.9525515,0.7560155,0.78769183
2014-06-01,0.19188303,0.71975005,0.7832212,0.6035944,0.64325047
2014-06-02,0.18940628,0.70996934,0.73681283,0.53007644,0.60006356
2014-06-03,0.19009364,0.67464304,0.7300793,0.4827841,0.572247
2014-06-04,0.16987348,0.7181853,0.7143566,0.44510442,0.5401113
2014-06-05,0.21907002,0.67409766,0.7234851,0.41924375,0.53203297
2014-06-06,0.19300193,0.6448588,0.65426147,0.409239,0.5007158
2014-06-07,0.1857199,0.6325078,0.6060252,0.37589198,0.46635735
2014-06-08,0.17320609,0.621603,0.57636935,0.35493946,0.44560498
2014-06-09,0.17015147,0.6119194,0.5481948,0.34162766,0.42731923
2014-06-10,0.16876125,0.5910182,0.54828566,0.32590473,0.40982628
2014-06-11,0.18087417,0.5665599,0.51017374,0.31911755,0.3921309
2014-06-12,0.18238312,0.5517873,0.50428814,0.29933167,0.37188238
2014-06-13,0.17597663,0.52602756,0.4601859,0.3044505,0.3606068
2014-06-14,0.1754108,0.4711457,0.39728123,0.27928114,0.32098347
2014-06-15,0.16825348,0.44422758,0.3629657,0.25904298,0.29525572
2014-06-16,0.16349995,0.43067533,0.34402406,0.25410497,0.28501558
2014-06-17,0.16090167,0.4102968,0.33204812,0.24276829,0.2740426
2014-06-18,0.15888542,0.4137953,0.3264997,0.2424261,0.27342242
2014-06-19,0.15977466,0.40540433,0.32110417,0.24452907,0.27146846
2014-06-20,0.15039694,0.38212347,0.2976266,0.21168703,0.2391696
2014-06-21,0.1556108,0.39264745,0.3024313,0.23841655,0.25743592
2014-06-22,0.1480298,0.39506137,0.30286503,0.23475558,0.2553519
2014-06-23,0.15091264,0.39046788,0.305251,0.23429143,0.25812238
2014-06-24,0.1457591,0.40112627,0.30837315,0.21436471,0.23886544
2014-06-25,0.14542174,0.40610588,0.34412026,0.21155554,0.25033033
2014-06-26,0.14752656,0.39982194,0.34545434,0.28926408,0.30050606
2014-06-27,0.1416198,0.39706504,0.33254445,0.26329046,0.28302777
2014-06-28,0.045573115,0.43140882,0.332793,0.25862873,0.2773056
2014-06-29,0.20711613,0.56743383,0.53082615,0.25395644,0.3085035
2014-06-30,0.40647447,0.63162947,0.6379756,0.38999778,0.42774963
2014-07-01,0.3243795,0.60188925,0.5454062,0.38738096,0.41615236
2014-07-02,0.2930171,0.55083275,0.5862001,0.3742441,0.4128719
2014-07-03,0.2589904,0.54148567,0.5371378,0.425896,0.44135135
2014-07-04,0.22797775,0.51975274,0.48246896,0.37229925,0.39119047
2014-07-05,0.19853139,0.5104597,0.4841962,0.34479666,0.3675956
2014-07-06,0.1772902,0.51019853,0.47106457,0.39652336,0.40217906
2014-07-07,0.26618552,0.7481699,0.43138725,0.34603834,0.35372657
2014-07-08,0.40439284,1.1952602,0.5887612,0.42513913,0.42202646
2014-07-09,0.8066569,2.0806599,0.75953937,0.53531146,0.5242465
2014-07-10,0.8085511,2.1115716,0.6602887,0.5182195,0.49850535
2014-07-11,0.7484911,2.39918,0.62872636,0.47080898,0.4557395
2014-07-12,0.7995107,2.4965956,0.8317979,0.51984286,0.5162381
2014-07-13,0.963136,2.3654408,0.7635622,0.5385149,0.52220917
2014-07-14,0.84685856,2.562477,0.6807884,0.4887184,0.46779227
2014-07-15,0.7087182,1.8624285,0.5943811,0.43560576,0.42092633
2014-07-16,0.58898795,1.2667912,0.5333231,0.3913452,0.38357753
2014-07-17,0.49599528,0.99421453,0.48309147,0.3550774,0.35012287
2014-07-18,0.42641854,0.8511109,0.45010298,0.33053058,0.328265
2014-07-19,0.37392974,0.7577403,0.43244058,0.3159244,0.31672418
2014-07-20,0.34787142,1.0350844,0.42708433,0.2929721,0.29561526
2014-07-21,0.46546364,2.8967,1.0989496,0.3964247,0.4728304
2014-07-22,0.49760216,5.264678,2.8423376,1.1980505,1.3465216
2014-07-23,0.4454133,4.733939,2.498424,1.0514612,1.161589
2014-07-24,0.39951903,3.1367188,1.4932754,0.8048327,0.8371926
2014-07-25,0.37477165,1.8581861,0.96399707,0.65177697,0.66113806
2014-07-26,0.39776826,1.6323185,0.76469946,0.5535712,0.55676043
2014-07-27,0.3753677,1.519242,0.8295665,0.4775486,0.49449855
2014-07-28,0.37438214,3.8572764,0.7939215,0.45320898,0.479003
2014-07-29,0.52680475,5.3725753,0.70039976,0.4335677,0.45250273
2014-07-30,0.67620754,6.237352,0.9381911,0.48684227,0.5377414
2014-07-31,0.6312549,5.290841,0.9698358,0.52068806,0.577411
2014-08-01,0.53167903,3.6245599,0.7532271,0.46778035,0.5098896
2014-08-02,0.5149497,2.7455294,0.6891954,0.4134636,0.46038228
2014-08-03,0.50889575,2.1936278,0.85061944,0.45247757,0.516285
2014-08-04,0.5035083,2.070334,0.7357615,0.47038382,0.516338
2014-08-05,0.476143,1.6364728,0.6768344,0.4162097,0.4629894
2014-08-06,0.41464776,1.3105326,0.5850174,0.38953424,0.4299903
2014-08-07,0.3809231,1.1783599,0.5394513,0.34062308,0.3839258
2014-08-08,0.36432868,1.0396407,0.50122553,0.3261875,0.36500186
2014-08-09,0.33527702,1.1574087,0.5079693,0.30256802,0.34342337
2014-08-10,0.3690685,1.3885124,0.48978412,0.30816424,0.35132188
2014-08-11,0.41776907,1.2841554,0.6830052,0.29131138,0.3646173
2014-08-12,0.35894358,1.0385418,0.6223649,0.37247586,0.41690588
2014-08-13,0.5841164,1.4509561,1.1898748,0.45058936,0.5825125
2014-08-14,0.6037892,1.3893476,1.0119585,0.5026267,0.59708554
2014-08-15,0.580964,1.7441213,0.8828473,0.49371207,0.57946014
2014-08-16,0.53077304,1.7377753,0.8416491,0.482817,0.56161106
2014-08-17,0.46463823,1.3138798,0.69134533,0.43299973,0.50401175
2014-08-18,0.41566235,1.051703,0.60907245,0.37772912,0.44968736
2014-08-19,0.3809247,0.92586654,0.6477916,0.3531509,0.44377142
2014-08-20,0.34858745,0.83246017,0.57577175,0.36177647,0.4351228
2014-08-21,0.31093985,0.76943547,0.5089202,0.3251974,0.3971392
2014-08-22,0.2874928,0.71695316,0.47010005,0.29578775,0.37029558
2014-08-23,0.26081133,0.83287096,0.45561868,0.27388203,0.35218793
2014-08-24,0.26231813,0.7947408,0.4809398,0.2504953,0.34123182
2014-08-25,0.23910922,0.76961315,0.47712314,0.27544415,0.36085898
2014-08-26,0.4116904,2.1577706,0.97330123,0.44861114,0.6156572
2014-08-27,0.5052427,2.9216642,1.1421092,0.5752177,0.739362
2014-08-28,0.46199673,2.299717,0.87499535,0.50924563,0.6333982
2014-08-29,0.4121942,2.3794773,0.98155415,0.51101017,0.6754807
2014-08-30,0.38052678,1.8816602,1.1611553,0.5623673,0.7519945
2014-08-31,0.5973289,2.3240113,1.998308,1.0990711,1.3535004
2014-09-01,0.58303887,1.949204,1.6665618,0.96779424,1.1834401
2014-09-02,0.49952602,1.4517246,1.2050315,0.7568644,0.91784453
